contrast,collection,pathway,NES,pval,padj,size,leadingEdge
Basal_vs_NAT,Hallmark,HALLMARK_ESTROGEN_RESPONSE_LATE,-1.28164792230267,0.0543093270365998,0.105449288830378,164,CAV1;KLF4;TFF3;EGR3;FOS;SCUBE2;PTGER3;PGR;CPE;BCL2;HMGCS2;AFF1;CA12;CXCL14;TFF1;RPS6KA2;ACOX2;WFS1;CCN5;SEMA3B;SLC22A5;RABEP1;PRKAR2B;HSPB8;GPER1;MEST;OLFM1;SERPINA5;PDLIM3;CALCR;CACNA2D2;AGR2;XBP1;ITPK1;MYOF;ALDH3A2;PDZK1;JAK1;MOCS2;ADD3;SCNN1A;TFPI2;DNAJC12;IGSF1;ETFB;ATP2B4;CYP4F11;AREG;TOB1;BLVRB;LARGE1;CYP26B1;AMFR;PDCD4;CHST8;TST;SLC2A8;SLC29A1;DHRS2;NBL1;UGDH;FDFT1;JAK2;PRSS23;METTL3;SLC27A2;CHPT1;BAG1;ARL3;SULT2B1;CCND1;RET;FKBP5;CKB;LTF
Basal_vs_NAT,KEGG_Legacy,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,1.21542301511042,0.0538129762601196,0.105449288830378,116,CDC20;UBE2C;SKP2;ELOC;COP1;UBE2Q1;RBX1;ELOB;UBE2O;UBE2K;PRPF19;UBA1;UBE2A;UBE2N;CDC34;UBE2D1;DDB1;UBE2M;CUL2;RNF7;NHLRC1;ANAPC7;UBE2F;KEAP1;UBE2U;CBLC;SOCS1;UBE2E1;UBE2R2;UBR5;BRCA1;UBA2;UBE2L6;CUL1;UBE2J2;UBE2L3;UBE2J1;UBE2W;PIAS2
Basal_vs_NAT,KEGG_Legacy,KEGG_JAK_STAT_SIGNALING_PATHWAY,-1.27494207083841,0.0580964153275649,0.111524368709165,123,TPO;LEPR;LIFR;SPRY1;SPRY2;IL11RA;STAT5B;LEP;TSLP;PIK3R1;STAT5A;CSF3;IL20RA;CCND2;CNTFR;JAK1;IL3RA;CTF1;SPRED2;SOS2;IFNGR1;STAM2;IL5RA;IL4R;MPL;SOCS3;SPRY4;IL13RA1;AKT3;PTPN11;JAK2;CREBBP;CNTF;PIAS1;CCND1;IFNE;CCND3;PIK3CA;AKT2;IL5;STAT4;IL22RA1
Basal_vs_NAT,KEGG_Legacy,KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,-1.31505756697385,0.0658602150537634,0.125309258730612,63,ITPR1;INPP4B;PIK3R1;INPP5K;ITPK1;INPP5A;INPP5J;PLCZ1;PIK3C2B;PLCD4;PTEN;DGKB;PLCD1;PIP4K2B;DGKD;PIK3C2A;CALML3;DGKI;INPP5B;INPP5D;ITPR2;SYNJ1;PRKCA
Basal_vs_NAT,KEGG_Legacy,KEGG_ALLOGRAFT_REJECTION,1.35184656039212,0.0664540916655509,0.125330085158714,26,CD80;HLA-DOB;HLA-A;HLA-F;IL12B;HLA-B;IFNG;HLA-DQB1;TNF;HLA-G;HLA-DQA1
Basal_vs_NAT,KEGG_Legacy,KEGG_WNT_SIGNALING_PATHWAY,-1.2662636605581,0.0733830845771144,0.137194462470257,115,SOX17;FZD4;PRICKLE2;AXIN2;PPP3CB;JUN;MAPK10;SKP1;SMAD3;PPP2R1B;WNT9B;FRAT1;CCND2;DKK4;PPP3CC;APC;NFATC2;DKK2;DAAM1;SFRP4;NFAT5;WIF1;PPP2R5A;WNT11;BTRC;TCF7L2;WNT2B;CSNK1A1L;FZD5;CREBBP;NFATC4;ROCK1;PRKCA;RHOA;WNT10B;PPP2R5B;CER1;CCND1;CCND3;CAMK2D;WNT5B;SMAD4;FZD10;WNT3;FZD8;CHP2;LRP5;NFATC1;PPP2CA;MYC;PRKACB;EP300;CAMK2G;WNT1;SFRP2;PRKACA;SENP2;PPP3R2;MAPK9;PORCN;WNT4
Basal_vs_NAT,Hallmark,HALLMARK_HYPOXIA,-1.23076871253251,0.0802833530106257,0.14880104221797,164,CAV1;PYGM;AKAP12;DUSP1;FOS;DCN;CAVIN1;CDKN1C;NR3C1;F3;TIPARP;PCK1;BCL2;CA12;ACKR3;PPP1R3C;PFKFB3;FBP1;CCN5;JUN;CCN1;KLF6;BNIP3L;SELENBP1;ATF3;CCNG2;GBE1;MAFF;IGFBP1;STC2;GCK;TPST2;IDS;WSB1;ATP7A;ANGPTL4;BTG1;RORA;UGP2;KLF7;PGAM2;BHLHE40;TGFB3;LARGE1;CDKN1A;MAP3K1;PPARGC1A;ALDOB;KIF5A;NDST2;ADM;PNRC1;SDC3;PRKCA;LALBA;S100A4;VLDLR;HAS1;MT1E;PDGFB;SULT2B1;ETS1;DTNA
Basal_vs_NAT,KEGG_Legacy,KEGG_NITROGEN_METABOLISM,-1.37082080262636,0.0843373493975904,0.154978889918649,21,CA4;CA12;AMT;GLUD1;CA3;CPS1;CA5B;GLS2;GLUL;CA8
Basal_vs_NAT,KEGG_Legacy,KEGG_TIGHT_JUNCTION,-1.24960203299978,0.0895522388059701,0.16316721477359,114,CLDN5;MYH11;JAM2;CLDN11;MYH1;MYL9;MYH7B;MYL5;MAGI1;GNAI1;MAP3K20;PPP2R1B;RRAS;EPB41L2;MAGI2;MYH2;MYH3;PRKCH;AMOTL1;TJP1;EPB41L3;PTEN;CLDN15;MYL7;MYH10;MRAS;EPB41L1;GNAI2;PALS1;PRKCE;AKT3;MYL2;CTNNA3;CLDN18;PRKCA;RHOA;CTNNA1;CLDN2
Basal_vs_NAT,KEGG_Legacy,KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,-1.25948300397415,0.0911392405063291,0.164663333687906,97,RAPGEF3;CLDN5;JAM2;CLDN11;CDH5;PECAM1;ESAM;MYL9;PIK3R1;MYL5;GNAI1;PXN;CLDN15;MYL7;MAPK11;RAPGEF4;GNAI2;VCL;ARHGAP35;ARHGAP5;MMP2;MYL2;CTNNA3;PTPN11;RAP1B;CLDN18;ITGB1;RHOH;ROCK1;PRKCA;RHOA;CTNNA1;CLDN2
