"gene","log2FoldChange","AveExpr","t_stat","pvalue","padj","B_statistic","negLog10Padj","Regulation"
"AGRP",0.183119981810731,-0.573405660436452,3.85043786909335,0.000136644255142465,0.000226948188502129,-0.580201262345834,3.64407327944093,"Not Significant"
"PKD2L2",-0.262084395353293,0.150682548579508,-3.85016722804463,0.000136790058166734,0.000227171970082758,-0.581208080349247,3.64364525566067,"Not Significant"
"PLCD4",0.416171607112434,1.04279573617639,3.84986786643963,0.000136951505208197,0.000227421693919298,-0.582321665653983,3.6431681100086,"Not Significant"
"GXYLT2",0.501546816874961,1.64233486380476,3.84922298234071,0.000137299906333178,0.000227981808235211,-0.584720274900574,3.64209980606213,"Not Significant"
"LOC441601",-0.252850237633817,-0.31410928484055,-3.84862483416264,0.000137623807133292,0.000228501153291264,-0.586944718350979,3.64111160361703,"Not Significant"
"LOC91450",-0.324397207065041,-0.662834652020284,-3.84696463103616,0.000138526606414848,0.00022998150005635,-0.593117135019045,3.6383070976632,"Not Significant"
"UXS1",0.154141184063889,-0.577104494846239,3.84675956195906,0.000138638508315469,0.000230148667883607,-0.593879382885909,3.6379915344892,"Not Significant"
"FXYD7",-0.362942686145988,-0.990461853380357,-3.84672908356109,0.000138655147031574,0.00023015767857036,-0.593992668771204,3.63797453150167,"Not Significant"
"GIMAP2",-0.362053429560608,0.441122456885138,-3.84640332944746,0.000138833100129303,0.000230434436547383,-0.595203419843246,3.63745261863011,"Not Significant"
"KDELC1",0.283162799976361,0.136386088563163,3.84590411451604,0.00013910623051546,0.000230869111760905,-0.597058698628487,3.63663416794524,"Not Significant"
"TTC39B",0.419791841225135,0.289908014858523,3.84565656845292,0.000139241856198537,0.000231075524028451,-0.597978593925697,3.6362460534059,"Not Significant"
"PLA2G4E",-0.354300211230323,-1.28252604512291,-3.84497539608244,0.000139615702867238,0.000231677204968024,-0.600509584889085,3.63511669492652,"Not Significant"
"MAGEC2",0.662466291146281,-0.561642669788788,3.84467837321667,0.000139779014326491,0.000231929456406923,-0.601613084141895,3.63464408990202,"Not Significant"
"STEAP2",-0.56012075338727,1.13411159684147,-3.84383349797908,0.000140244538274971,0.000232683075059412,-0.604751530544556,3.63323520534939,"Not Significant"
"ZNF564",0.177729877369422,0.513323149060729,3.84273010866152,0.000140854709919686,0.000233676540981912,-0.60884930899677,3.63138488467019,"Not Significant"
"ZNF573",-0.376602810537564,0.636881527057344,-3.84204601882648,0.000141234269268145,0.000234287293800502,-0.61138933889817,3.63025126403625,"Not Significant"
"SUPT5H",0.159250627823337,-0.423623330124237,3.84174993677388,0.000141398846577231,0.000234541352527313,-0.612488562930539,3.62978057473517,"Not Significant"
"RHD",-0.42026194038559,-0.12162568534054,-3.84127710681957,0.000141662045225876,0.000234958942356377,-0.6142438116354,3.629008021413,"Not Significant"
"MBOAT4",-0.312562497799419,-0.239870167960537,-3.84083198887589,0.000141910241228394,0.000235351583522007,-0.615896003510798,3.62828287527301,"Not Significant"
"ZNHIT1",0.214782033680047,-0.675456246681604,3.8407242281157,0.00014197038997122,0.000235432318748719,-0.616295963854457,3.62813392003631,"Not Significant"
"MYADML",-0.11392178020292,-0.125023059085099,-3.84062866208542,0.000142023752151661,0.000235501787551376,-0.616650654008186,3.62800579205631,"Not Significant"
"EED",-0.174922179193708,-0.0959359015758933,-3.84008084016703,0.00014233001108893,0.000235990561109331,-0.618683718381815,3.62710536711511,"Not Significant"
"ARL14",0.328306779909416,-2.26567934294583,3.83983285806534,0.000142468850219112,0.000236201687393877,-0.619603935219632,3.6267170041686,"Not Significant"
"LOC648691",0.333989925482823,-0.326067218217211,3.83972485893646,0.000142529356304464,0.000236282920294788,-0.620004683210013,3.62656767019925,"Not Significant"
"DAGLA",-0.308668828845021,-0.054583459909956,-3.8384544806094,0.000143242906367897,0.000237446658678476,-0.624717836998903,3.62443393737996,"Not Significant"
"MAK16",-0.206597993311073,0.105412824710946,-3.8341697417838,0.00014567455098464,0.000241457979308465,-0.64060368059301,3.61715843817262,"Not Significant"
"PDZD8",-0.283990306871064,0.127967632229436,-3.8333281684486,0.000146156715827099,0.000242237618142434,-0.643721907153633,3.61575841246025,"Not Significant"
"OR10G2",0.163984060904642,0.0429706108821744,3.83223783573056,0.000146783646082149,0.000243257043434495,-0.647760897829985,3.61393457601151,"Not Significant"
"BHLHB9",-0.249041084316616,0.258395706264865,-3.83180001079206,0.000147036105395273,0.000243655762673739,-0.649382460292567,3.61322331271359,"Not Significant"
"NCAPD3",0.222556999941252,-0.163369749452318,3.83144577791761,0.000147240663961228,0.000243975046902664,-0.650694298444497,3.61265458983606,"Not Significant"
"OPN1SW",-0.296882464941267,-0.253776453232457,-3.83139610278943,0.000147269371308166,0.000244002920906839,-0.650878252376866,3.61260497478369,"Not Significant"
"SP1",-0.125464800797572,0.598391337066342,-3.83114162431341,0.000147416517852593,0.000244227010290004,-0.651820586860942,3.61220630692997,"Not Significant"
"PEX14",-0.185269987678666,-0.420292573095197,-3.83075910460734,0.000147637962808833,0.000244574144796686,-0.653236948721765,3.6115894563988,"Not Significant"
"HOXA11AS",0.407583491756772,-1.32804822341625,3.83011037088523,0.000148014240836303,0.000245177696011723,-0.655638724449256,3.61051904043263,"Not Significant"
"MCEE",-0.212157580825019,0.485277600382717,-3.83001515445483,0.000148069544401848,0.000245249515657115,-0.655991207793909,3.61039184163466,"Not Significant"
"FEM1B",-0.190129850964723,0.631918322051636,-3.82899184820342,0.000148665134562112,0.000246216135250093,-0.659778887759805,3.60868348990809,"Not Significant"
"MIOS",0.175053010033804,0.395014795124488,3.82772547645453,0.00014940532937262,0.00024742207082519,-0.664464948822235,3.6065615625482,"Not Significant"
"ACOXL",0.460430337969253,-1.13604005706392,3.82696615978871,0.000149850818826525,0.000248139805654829,-0.667274019393233,3.60530356225105,"Not Significant"
"TNFRSF14",-0.246013463005147,-0.500037659011739,-3.82648311833234,0.000150134871086815,0.00024859012044619,-0.669060747528052,3.60451613523163,"Not Significant"
"PKIG",-0.264545300123216,-0.22990852319138,-3.82645844927769,0.000150149391356656,0.000248594113270334,-0.669151990568176,3.60450915970274,"Not Significant"
"CLIP1",-0.205652000821343,0.351545661438145,-3.82495814798975,0.000151034971114211,0.000250040154582272,-0.674700101274568,3.60199024127537,"Not Significant"
"IK",0.13473555418649,0.213264128693057,3.82482380022317,0.000151114512579681,0.000250151664510631,-0.675196820154239,3.60179660297295,"Not Significant"
"PRR3",-0.193113116821925,-0.305430827316307,-3.82417526760211,0.000151499037503114,0.000250767978709903,-0.677594386563072,3.60072792062221,"Not Significant"
"ARIH1",-0.161715528369422,0.435530059205122,-3.82381829862572,0.000151711084151599,0.000251098722801703,-0.678913906990348,3.60015549629378,"Not Significant"
"CCRN4L",0.38168361497389,0.743460146412195,3.82365395147105,0.000151808803859481,0.00025124020501694,-0.679521370592116,3.599910860875,"Not Significant"
"CDIPT",0.189654471043889,-0.00160279981760206,3.82209445609077,0.000152739033395984,0.000252759338676411,-0.685284401820254,3.59729278960161,"Not Significant"
"OR4D6",-0.13183143225959,0.00425638538374335,-3.82204731112577,0.000152767238767966,0.000252785638099972,-0.685458589400882,3.59724760393045,"Not Significant"
"EIF4EBP1",0.378235363492249,-0.583646038719519,3.82165290851313,0.000153003390481828,0.000253155996662792,-0.686915719353058,3.59661178075308,"Not Significant"
"GJA1",0.574373863168653,1.17652364760441,3.82094924423092,0.000153425571868722,0.000253834071276079,-0.68951507612347,3.59545008447112,"Not Significant"
"CEP78",0.17865165757216,0.16884196276141,3.82021406510386,0.000153867836827003,0.000254545261084479,-0.692230373408758,3.59423498389091,"Not Significant"
"RCOR3",0.2270759285346,0.67989663541339,3.81844325420462,0.0001549380607272,0.000256295091993346,-0.698768656260689,3.59125971040029,"Not Significant"
"SETD1B",0.147337572610427,0.0687606367194834,3.81785999128453,0.000155292103813088,0.000256860046026643,-0.700921592595966,3.590303443961,"Not Significant"
"DDX60",0.40479049463062,0.574726535904607,3.81767700296544,0.00015540333590478,0.000257023321205601,-0.701596974761711,3.59002746884228,"Not Significant"
"LOC347376",0.15293691838291,-0.0134394525745794,3.8172249691341,0.000155678433880017,0.000257457567871496,-0.703265233893242,3.5892943377209,"Not Significant"
"LOC728024",-0.294134641788816,0.129753865145461,-3.8166171179389,0.000156049084182774,0.000258049754190283,-0.705508256630142,3.58829655028849,"Not Significant"
"LGSN",0.33992102329435,-1.44278609897558,3.81538729800322,0.000156801544161947,0.000259273171846389,-0.710045379270062,3.58624241929644,"Not Significant"
"AGT",0.760022220266288,-0.925894060609648,3.815090893057,0.000156983410102105,0.000259552984569237,-0.711138689758721,3.58577397285526,"Not Significant"
"DBN1",0.285709866220667,-0.198861970526055,3.81447919160999,0.000157359363398575,0.000260153626233914,-0.713394743382374,3.58477011617424,"Not Significant"
"C8orf84",-0.78761695123986,1.55704207368641,-3.81439534899531,0.000157410959509051,0.000260217972358549,-0.71370394220688,3.58466271151542,"Not Significant"
"C2orf69",0.17500031391185,0.309361049314814,3.81435340754278,0.000157436775957325,0.000260239694879539,-0.7138586135355,3.58462645891853,"Not Significant"
"ENO1",-0.23069760018729,-0.97174881609041,-3.81418502730668,0.000157540460214032,0.000260390117397478,-0.714479548774351,3.58437550259689,"Not Significant"
"THAP10",0.224962729566316,-0.161180398556853,3.81368758845613,0.000157847147233797,0.000260876020987752,-0.716313803200608,3.5835658382294,"Not Significant"
"MSH5",-0.313535906237922,-0.722028553800665,-3.81294066102931,0.000158308711255134,0.000261617792970129,-0.719067602367373,3.58233272240449,"Not Significant"
"PCDHA3",-0.660512940797809,1.37451901424839,-3.81239242226779,0.000158648306474683,0.000262157898577369,-0.721088549114873,3.58143705285817,"Not Significant"
"RABGEF1",-0.114857261045599,0.0341601443336899,-3.81089915173528,0.000159576774890501,0.000263670920603782,-0.72659174879547,3.57893776447162,"Not Significant"
"KRT2",0.390776882004378,-0.436358787058752,3.81069292025156,0.000159705405705561,0.000263862222689133,-0.727351622672743,3.5786227835278,"Not Significant"
"NDUFA4L2",-0.357144211699817,-1.2783110394616,-3.81023191215229,0.000159993300143104,0.000264316605128987,-0.729050099684022,3.57787555238338,"Not Significant"
"MYO5C",0.271489162706094,1.76970404731547,3.80963362588544,0.000160367654122029,0.000264913738262412,-0.731254060634622,3.57689551887587,"Not Significant"
"CEP135",0.231899225488507,0.347892956990401,3.80929163263114,0.000160582014309856,0.000265246500424921,-0.732513747085467,3.57635033732736,"Not Significant"
"KCNJ13",-0.513266317549776,-0.000238530493248903,-3.80833648549172,0.000161182131411222,0.000266216344157071,-0.736031345751758,3.57476528485184,"Not Significant"
"EDNRA",0.339287170686056,1.32058468063429,3.80783855620256,0.000161495818683418,0.000266712988301068,-0.737864784782403,3.57395583466582,"Not Significant"
"EIF2S3",0.173463906001816,0.480604859374049,3.80754816918535,0.00016167902379902,0.000266994076463472,-0.73893392360741,3.57349837379559,"Not Significant"
"DEFB119",-0.0703335709675874,-0.111833393997041,-3.80706505102853,0.000161984257926372,0.000267476619900943,-0.740712486195891,3.57271417361198,"Not Significant"
"LOC400027",-0.227909766473343,0.304827306358491,-3.80660638318529,0.000162274547852291,0.000267934411083121,-0.742400842188968,3.57197150593713,"Not Significant"
"SLC25A41",0.37150695886908,-0.844156800890629,3.80550587790841,0.000162973060116656,0.000269066097643342,-0.746451028141318,3.57014101993959,"Not Significant"
"NLGN2",-0.230422745408614,-0.0154366269668123,-3.80464404699417,0.000163522062509157,0.000269950783476438,-0.749622059545258,3.5687154077408,"Not Significant"
"NDUFV1",-0.234983494690147,-0.852112241160086,-3.80403691277127,0.000163909866341685,0.000270569233416,-0.751855554868249,3.56772158880756,"Not Significant"
"SLC38A8",0.166567335563068,-0.449488788221887,3.80389982666113,0.000163997549486249,0.000270692208631025,-0.752359814487818,3.56752424440404,"Not Significant"
"C14orf181",-0.337518379979929,-0.56835688891715,-3.80329358643966,0.000164385844738655,0.000271311310594468,-0.754589614599708,3.56653210072284,"Not Significant"
"LOC126536",-0.116380998063703,-0.112561050467466,-3.80306866678182,0.000164530125844032,0.000271527611220095,-0.755416802874388,3.56618600109977,"Not Significant"
"OR1E2",-0.0785824913453934,0.00207434154701162,-3.8019154569053,0.0001652717652735,0.000272729631144196,-0.759657252985058,3.5642676748808,"Not Significant"
"CABLES1",-0.281562392183525,1.03049103639831,-3.800876941067,0.000165942344211343,0.000273814204039452,-0.763474937568979,3.56254402670622,"Not Significant"
"C14orf148",0.342518682157069,0.420777636301946,3.80075823187051,0.000166019159199851,0.000273918937424492,-0.763911262130359,3.56237794169765,"Not Significant"
"IL28A",0.213033110367731,-0.0140701632947919,3.80069204512174,0.000166062002255766,0.00027396760738596,-0.764154530977209,3.56230078303787,"Not Significant"
"ACOT2",-0.312041198732152,0.732753797162066,-3.80057978698455,0.000166134691450254,0.00027406550546193,-0.764567125801439,3.56214562236002,"Not Significant"
"ALOX15B",-1.07961049404531,1.07658823331607,-3.798245491466,0.000167653014950826,0.000276547999111398,-0.77314404764487,3.55822947940426,"Down"
"CHIA",-0.251960350289951,-1.08856137268789,-3.79784330327369,0.000167915934453637,0.000276959438767025,-0.774621315017094,3.55758382952584,"Not Significant"
"MAGEA12",0.648029660271338,-1.20754603668191,3.79646923213812,0.000168817135701081,0.000278423505458161,-0.779667280978677,3.55529410289821,"Not Significant"
"SLN",0.572237651822596,-0.544560563391976,3.79410271378819,0.00017037995895194,0.000280978436604011,-0.788353794262894,3.55132700829146,"Not Significant"
"MED30",-0.216327518629487,-0.372387930193176,-3.79234341972683,0.000171550617942059,0.00028288628002815,-0.794808164707615,3.54838811529507,"Not Significant"
"SON",-0.178495822331953,0.516708368976444,-3.7922828850475,0.000171591033378254,0.000282930199602888,-0.795030200273152,3.5483206940386,"Not Significant"
"UHMK1",0.517297878894475,1.25447226386831,3.79221004924686,0.000171639673461123,0.000282987672354389,-0.795297350825504,3.54823248300954,"Not Significant"
"C1orf189",0.311902822273185,0.0211495987695525,3.7903881499428,0.000172860589164066,0.000284977747975449,-0.80197824149634,3.54518904984679,"Not Significant"
"KRT23",-0.968334225195088,3.48550070619455,-3.79033098141648,0.000172899032038738,0.000285018237333812,-0.802187829595489,3.54512735009663,"Not Significant"
"SMAP2",0.183202810538041,-0.087896883418753,3.78999918816797,0.000173122305203818,0.000285363382242825,-0.803404173506952,3.54460175620443,"Not Significant"
"ANKRD19",0.322722877427682,-0.146642400259465,3.7899513555465,0.000173154515579264,0.000285393561724654,-0.803579518246382,3.54455582848484,"Not Significant"
"C1orf63",-0.309405186879995,-0.532181018063433,-3.78979163064196,0.000173262114944382,0.000285547982644951,-0.804165022568252,3.54432090371585,"Not Significant"
"TSPYL4",-0.206374755031429,0.401325072483456,-3.78969907853967,0.000173324491941297,0.000285627855157716,-0.804504280707667,3.54419944132378,"Not Significant"
"WBP11P1",0.243303904828511,0.420006256854502,3.78959681312514,0.00017339344003374,0.000285718542731574,-0.804879134890125,3.54406157360157,"Not Significant"
"C1orf84",-0.263858076629847,-0.19669062214326,-3.78937447605269,0.000173543430657209,0.000285942747302768,-0.805694079543605,3.54372091449179,"Not Significant"
"TMEM61",-0.595301895205467,0.81451510922215,-3.7893139581923,0.000173584277758523,0.000285987097534907,-0.805915891361685,3.54365355986324,"Not Significant"
"HRASLS",-0.716905896847723,0.129918528286131,-3.78816515715363,0.000174361395173442,0.000287244378343024,-0.810125883673686,3.54174846212965,"Not Significant"
"NUP43",0.183894132488226,0.243736425873941,3.78810870090389,0.000174399670068923,0.00028728437988566,-0.810332747275276,3.54168798665644,"Not Significant"
"LSM2",0.176140826145569,-0.276995802815423,3.78772113556922,0.000174662636764928,0.000287694474709883,-0.811752763292144,3.54106847883283,"Not Significant"
"TCTN2",0.230552479023508,0.488671419313247,3.78630726595681,0.000175625136942494,0.000289256643516198,-0.816931947446976,3.53871665758177,"Not Significant"
"ANKZF1",-0.190805057795016,-0.374797880397057,-3.78571150648079,0.000176032200993214,0.000289903825316115,-0.819113750094834,3.53774605403886,"Not Significant"
"ACOX3",0.273646450156295,0.724941061068356,3.78502197265977,0.000176504449880663,0.000290658246254112,-0.821638575292225,3.53661735118048,"Not Significant"
"PCSK1",0.950438889866964,-0.704022284113303,3.78296478683506,0.000177920493305229,0.000292966612733105,-0.829168701794969,3.53318187019869,"Not Significant"
"SNX13",-0.216668644018003,0.247966701475762,-3.78187368354171,0.000178675887866653,0.00029418686164908,-0.833161028359062,3.5313767267163,"Not Significant"
"NAIF1",0.152853406090582,-0.124748901966036,3.78141259041022,0.000178996021576091,0.000294690322610838,-0.83484783659065,3.53063412579147,"Not Significant"
"ZNF192",-0.360444428798371,0.810667533545846,-3.78126798453258,0.000179096531862361,0.000294832154529249,-0.835376806001909,3.53042515387573,"Not Significant"
"SLC18A1",0.45586924250476,-0.770487569143384,3.78116731807339,0.000179166532898291,0.000294923742816062,-0.83574503354217,3.53029026319276,"Not Significant"
"BEND3",0.274462142815303,-0.347955036669554,3.77973976956163,0.000180161999188419,0.000296516394135222,-0.840965874583618,3.52795128986925,"Not Significant"
"SORCS3",0.530093020595039,-0.911967109250251,3.77973840007116,0.000180162956670373,0.000296516394135222,-0.840970882211343,3.52795128986925,"Not Significant"
"ANKRD46",-0.263566607991539,0.307580988475727,-3.77949415324643,0.000180333799135812,0.000296773779259176,-0.841863958959386,3.52757447275317,"Not Significant"
"LOC100133308",-0.138546646717129,-0.105460032668007,-3.77925905961815,0.000180498383625384,0.000297020825250812,-0.842723516633586,3.5272130995904,"Not Significant"
"ITGA4",0.420324162412868,0.474820328421571,3.77907066248237,0.000180630379103705,0.000297214208784088,-0.843412304929616,3.526930432297,"Not Significant"
"OAZ1",0.167543707093816,-0.395274448262467,3.77740064341666,0.000181804422700084,0.000299122038630607,-0.849516568223731,3.52415158796147,"Not Significant"
"ST6GALNAC2",0.481625397523696,1.97747535690609,3.77654581825728,0.00018240815762075,0.000300091311479605,-0.852640156020191,3.52274657848747,"Not Significant"
"XIST",-0.7260857302118,5.80366184317527,-3.77605591247,0.000182755014215877,0.000300637855917625,-0.854430006912045,3.52195633452423,"Not Significant"
"DGKD",0.26589869154471,0.169758552959545,3.77597792173174,0.000182810289572285,0.000300704690723421,-0.854714922916013,3.52185979724232,"Not Significant"
"NUS1",-0.157714642375169,-0.0822472662655181,-3.77489517432948,0.000183579310265687,0.000301945460643691,-0.858669851791296,3.52007149505787,"Not Significant"
"RINT1",0.153061347767433,-0.0338073346249601,3.77418051512041,0.00018408856763562,0.000302758815473786,-0.861279692798418,3.51890320258332,"Not Significant"
"SLC38A2",-0.226683424279859,0.148494143440101,-3.77363546437313,0.000184477859711313,0.000303374756478153,-0.863269836188786,3.51802055927224,"Not Significant"
"STOML2",0.151623499383835,-0.340962027681706,3.7733832140267,0.000184658287490747,0.000303641270432566,-0.864190786907302,3.51763920015796,"Not Significant"
"ZNF224",-0.222071243325374,0.498035118084097,-3.77336754124675,0.000184669503293766,0.000303641270432566,-0.864248005381055,3.51763920015796,"Not Significant"
"ZSCAN29",0.168127187114808,0.3403752258954,3.77317754606169,0.000184805519364925,0.000303840579207329,-0.864941625662977,3.51735422471637,"Not Significant"
"C1orf192",0.434260403097405,0.591675420071909,3.77209475348095,0.000185582488148773,0.000305093568361172,-0.868893982104581,3.515566947568,"Not Significant"
"CEACAM3",-0.379981611218623,-0.814009062188707,-3.77100588147606,0.000186366926393149,0.000306358635507355,-0.872867461862966,3.51376987345073,"Not Significant"
"KRT6A",-1.23120257290381,-1.16545438821493,-3.77071264264107,0.000186578713680919,0.000306682225129645,-0.873937357441315,3.51331139438535,"Down"
"RAD51C",0.230445751921444,0.191975120087437,3.77059940532122,0.000186660558365104,0.000306792191436681,-0.874350488308475,3.51315569837077,"Not Significant"
"FAM92A3",-0.0805880684151683,-0.0389821910990726,-3.77048053566571,0.000186746510378106,0.000306908890334815,-0.874784155525231,3.51299053102914,"Not Significant"
"LRRC40",-0.160724573138533,0.0526551156659899,-3.77023701298585,0.000186922712844162,0.000307173880948583,-0.875672549339273,3.51261571521004,"Not Significant"
"SLC25A1",-0.300377219386487,-0.594478870479678,-3.76954809229142,0.000187422035878825,0.000307969777220447,-0.878185507293363,3.51149190113076,"Not Significant"
"NXF4",-0.108398512585814,-0.131089448390118,-3.76860958192984,0.000188104284039386,0.000309066102547307,-0.881608197324905,3.50994862445442,"Not Significant"
"S100A9",-0.913547952239539,-1.63058622681658,-3.76814488945701,0.000188442957814009,0.000309597785204994,-0.883302608006242,3.509202154826,"Not Significant"
"TCL6",0.583224992665835,-0.583728415906485,3.76806697634352,0.000188499798157268,0.000309666388426719,-0.883586683925077,3.50910593094603,"Not Significant"
"RBAK",0.17692546793388,0.428046412997332,3.76776828681459,0.000188717852505976,0.000309999800923963,-0.884675673200291,3.50863858506138,"Not Significant"
"LPAR4",-0.375227401278272,1.00906650737225,-3.76686504474085,0.000189378701113781,0.000311060463546358,-0.887968304555309,3.5071551851459,"Not Significant"
"MRPS33",0.196963219503402,-0.128429467492044,3.76649561777781,0.000189649617383036,0.000311480531589899,-0.889314781954838,3.50656909278428,"Not Significant"
"MOGAT2",-0.767440171918763,1.85863173624922,-3.7663283902881,0.000189772372468925,0.000311657211966005,-0.889924247658951,3.50632281877744,"Not Significant"
"TMEM212",0.351649474857731,-0.039448882466635,3.76623033952289,0.000189844382509566,0.000311750533748311,-0.890281584927686,3.50619279429289,"Not Significant"
"LYZ",0.579960033444729,-0.470446859885456,3.76482576594888,0.000190878756976365,0.000313424048686297,-0.895399474937603,3.5038676836458,"Not Significant"
"C17orf95",0.183790832013275,-0.162745491086597,3.76480449572533,0.000190894461857258,0.000313424768228528,-0.895476964240526,3.50386668661681,"Not Significant"
"MGST3",-0.273138317784861,0.063120665836694,-3.76385190804706,0.000191599056370129,0.000314556467595262,-0.898946906317852,3.5023013808587,"Not Significant"
"SLC25A46",-0.192408968491689,0.32095463926528,-3.76380909068031,0.000191630784357451,0.000314583400196584,-0.899102855685761,3.50226419777512,"Not Significant"
"FER1L4",0.709201557824494,-0.799067089052815,3.76195188710356,0.000193011765081224,0.000316825100912891,-0.905865566818066,3.49918041813015,"Not Significant"
"ACTC1",-0.726355829372343,-1.36935889889168,-3.76144032825791,0.000193393795976359,0.00031742681734847,-0.907727779583898,3.49835638528605,"Not Significant"
"POR",0.219721759666047,-0.931866534467279,3.76114832213,0.000193612185057293,0.000317759865634841,-0.908790654997214,3.49790095682664,"Not Significant"
"KATNB1",-0.227237282167827,-0.776703716890174,-3.76097242434048,0.000193743849859604,0.00031795053857855,-0.909430869574965,3.49764043502541,"Not Significant"
"CD33",-0.385537188287703,0.159800488568622,-3.75987347175418,0.000194568362883012,0.000319278114458335,-0.913430090654525,3.49583085000341,"Not Significant"
"LOC100130093",0.369939781728714,0.470307979336234,3.75900185767347,0.000195224662286012,0.000320329469048259,-0.916601223588128,3.49440310611815,"Not Significant"
"NDUFAF3",0.234509229595745,-0.287124284230749,3.75720996066462,0.000196580470909919,0.00032252833595306,-0.923118401776464,3.49143212410637,"Not Significant"
"SFTPD",-0.488287153082357,-0.928348762353425,-3.75660978699663,0.000197036563852051,0.000323250811561659,-0.925300601120294,3.4904603760955,"Not Significant"
"MTSS1",0.337147955172467,0.114402752752229,3.75545791275256,0.000197914710203369,0.000324665521412319,-0.929487842399168,3.48856382980774,"Not Significant"
"PDHX",0.190642257818365,0.347667188269164,3.75459341166379,0.000198576196818538,0.000325724618143544,-0.932629650115175,3.48714941638184,"Not Significant"
"CEBPZ",-0.118865584110746,0.145321691306209,-3.75431102790307,0.000198792718526324,0.000326053727837776,-0.93365575520395,3.48671083005207,"Not Significant"
"C8orf86",0.515484404153644,1.10785596700524,3.75398029096976,0.000199046598772763,0.00032644405438607,-0.934857470819969,3.48619123691045,"Not Significant"
"LOC644936",0.306349929590104,-0.100760261345168,3.75389293145663,0.000199113708697807,0.000326528032555793,-0.935174870607574,3.48607952844192,"Not Significant"
"OTUD5",0.107357372528389,-0.208728334456316,3.7531836637559,0.000199659361315706,0.000327396700304428,-0.93775156894573,3.484925701976,"Not Significant"
"PHEX",0.641343877251891,0.972709988163355,3.75279135577863,0.000199961776333273,0.000327866405887877,-0.939176589143644,3.48430308008253,"Not Significant"
"RPL23P8",-0.310927838408672,-0.0173679960587264,-3.75265666092129,0.000200065706944906,0.000328010618397934,-0.939665822905597,3.48411209702922,"Not Significant"
"RNF144B",-0.334488839992642,1.11798917253102,-3.75254956950085,0.000200148375077236,0.000328119950517899,-0.940054784766486,3.4839673626148,"Not Significant"
"C3orf72",-0.435407539752747,-1.10436627229321,-3.75187916803292,0.000200666617046912,0.000328943280738829,-0.942489483787067,3.4828789804261,"Not Significant"
"C3orf75",0.161365202722651,-0.177201117901876,3.75181177624743,0.000200718783001369,0.000329002524153142,-0.942734208265997,3.48280077006955,"Not Significant"
"FANCC",0.202075649826875,-0.169102138969442,3.75174488048239,0.000200770577647133,0.000329061149536615,-0.942977127451475,3.4827233894706,"Not Significant"
"PPY2",0.13349371002752,-0.210741554965478,3.75149749952202,0.000200962224064395,0.000329348963043189,-0.943875408992792,3.4823436995986,"Not Significant"
"DEFB124",-0.0796075045472942,-0.0559414598127971,-3.75107554969467,0.000201289507329259,0.000329859002671591,-0.94540745157595,3.48167165844653,"Not Significant"
"PCDHB17",-0.480731320775633,-0.301160955276776,-3.74984625161709,0.000202245873436121,0.000331399775053361,-0.949869948711974,3.47964779070581,"Not Significant"
"NDUFA11",0.210130687085969,-0.663419682934738,3.74897042074099,0.000202929861795378,0.000332494019366249,-0.953048484847995,3.47821616202883,"Not Significant"
"TMEM11",-0.202468465058761,-0.378995153019882,-3.74889084573551,0.000202992114605137,0.000332569476725198,-0.953337241433854,3.47811761289798,"Not Significant"
"PILRB",-0.372374224021587,-0.219100142066172,-3.74856522042392,0.000203247044172907,0.000332960566299855,-0.954518789670575,3.47760719848308,"Not Significant"
"LOC401387",-0.291611470985312,-0.0678920601148551,-3.74734006523777,0.00020420891569066,0.000334509617739507,-0.95896346963153,3.47559139098689,"Not Significant"
"FAM120B",-0.174564745056641,0.615372643098818,-3.74727556134595,0.000204259676546474,0.000334566073041257,-0.959197442509371,3.47551810114415,"Not Significant"
"SIGLEC14",0.607380200082243,-0.157420496374005,3.74724518562072,0.000204283584616242,0.000334578539463218,-0.959307622091027,3.47550191899707,"Not Significant"
"SLC12A1",-0.736132734847164,0.465345277013289,-3.74708981418205,0.000204405915346503,0.000334752189060603,-0.959871176168948,3.47527657430451,"Not Significant"
"GDI2",0.133709118112994,0.276785039512913,3.74664282290825,0.000204758236391321,0.000335302432249647,-0.961492354721362,3.47456329623187,"Not Significant"
"CCR3",0.396567317960382,-0.198250598052618,3.7462240237651,0.000205088855658085,0.000335817052692654,-0.963011120210346,3.47389725429004,"Not Significant"
"TTC31",0.142199973596177,-0.0760194767972009,3.74615295193671,0.000205145012948798,0.000335882216750843,-0.963268844826956,3.473812989226,"Not Significant"
"DPH1",-0.18790980167829,-0.210649595670739,-3.7452170273687,0.000205885885944964,0.000337068360322975,-0.966662320471493,3.47228201159067,"Not Significant"
"ZNF493",-0.305370606700827,0.887846937126823,-3.74414597448672,0.000206736820565946,0.000338434488973677,-0.970544772587193,3.4705253855629,"Not Significant"
"HSPA1L",0.214114721586744,0.395328781760645,3.74404857298014,0.000206814368767173,0.000338534443532935,-0.970897791173715,3.47039713827781,"Not Significant"
"MRPL48",0.204320146100782,-0.337963613029786,3.7440096432507,0.000206845371136898,0.000338558197356336,-0.97103888431297,3.47036666636361,"Not Significant"
"MRTO4",0.171125547145384,-0.262960879303665,3.74395286372391,0.00020689059635917,0.000338605225068062,-0.971244668071251,3.47030634451203,"Not Significant"
