gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
A1BG-AS1,-0.227849498656122,2.28473817779409,-2.56574124967911,0.0104266928815986,0.0176987772808738,-4.98401607474124
A1CF,-1.13721917854675,-8.19430522666506,-4.45389159987572,9.29013260306451e-06,1.99408950019887e-05,1.5663821691551
A2M,-0.817068769862694,7.52472389993973,-8.51611611726624,5.33345936471574e-17,1.81652934671357e-16,26.8622078503699
A2M-AS1,-1.11591988224647,-0.210016114765089,-12.4210483240569,2.98719395796109e-33,1.66704125899683e-32,63.9534774475192
A2ML1,4.77159739762309,-2.28370315947825,17.5040371825509,9.90300428402739e-61,1.12636738935182e-59,126.952343731181
A3GALT2,-2.27345427144412,-8.35413025424297,-8.6923268092924,1.2642569032928e-17,4.40655406627289e-17,28.283354283233
A4GALT,-2.00510243795656,3.41887699567462,-17.886681005021,4.9868588133842e-63,5.96654817250155e-62,132.227229715599
A4GNT,-2.0886084273156,-6.1179622182017,-7.32643355653591,4.55364741487787e-13,1.35618979013658e-12,17.9458773316418
AA06,-0.0651686030336123,-9.89917108661435,-0.894476428444888,0.371262049594173,0.479017276661381,-7.86659195374412
AAAS,-1.1328304940063,5.06040768844807,-23.7586279553523,4.15591104086932e-101,1.15259434972994e-99,219.704523788347
AADAC,-5.59715139221398,-4.12868104214923,-14.2400992235309,2.2845757221821e-42,1.62453623355568e-41,84.8318558111426
AADACL2,-3.17167244768021,-7.91094706537851,-11.3773318045669,1.94109008548594e-28,9.43385757596253e-28,52.9463077463897
AAMDC,-0.447051351074502,5.81942787005968,-4.89943013300637,1.1047516215809e-06,2.49864985334256e-06,3.60994107995824
AAMP,-0.144543525853323,6.4793915251019,-2.67263983608115,0.00763663579662818,0.0131582252291568,-4.70568780358451
AANAT,-0.509469539367624,-5.4591879569773,-1.61739486143722,0.10607881586013,0.153536126065441,-6.95982236288753
AAR2,0.440956558396543,4.96331903256782,8.53752247203978,4.48376126930365e-17,1.53265472041899e-16,27.0334919034516
AARD,5.52807390519372,2.62648314374533,17.1631695762243,1.04554945075585e-58,1.12723673001992e-57,122.307832090611
AARS1,0.633687092400607,5.78915687054351,9.06116794902813,5.73164402064786e-19,2.08895098522879e-18,31.3398586304289
AARS1P1,0.0437440377650518,-9.95318203674536,1.29083437730508,0.197031432708732,0.270299546425453,-7.43388118811819
AARS2,0.489331369907737,2.45629118283108,6.88667555229547,9.56968110108611e-12,2.7151455568487e-11,14.9568919603401
AARSD1,-0.728491146146246,5.08223994925943,-12.4583389058798,1.98357638332985e-33,1.11331661404161e-32,64.3603870136388
AASDH,-0.126600647382076,2.59449520676744,-1.70928059432132,0.087680094553653,0.129041206710044,-6.80732867794217
AASDHPPT,0.662925136399536,4.27776510365652,9.84814459515998,5.45298667910986e-22,2.18335152468837e-21,38.2235887315016
AASS,-4.17969461731191,1.69982872425228,-38.0849354541129,2.57247513351027e-203,5.28364023074023e-201,454.716293121322
AATF,0.45114992914242,5.19671026590457,7.35085291989777,3.82669586693185e-13,1.14316892550924e-12,18.1167834613738
AATK,-2.09514932293536,0.131147952526815,-15.1585684478775,2.71356526329048e-47,2.21652143581283e-46,96.1224728325011
ABAT,-1.38506229875018,3.19151772746283,-9.89266087001178,3.62681069302288e-22,1.45813223096511e-21,38.6274235227899
ABCA1,-1.54192503129168,2.56075430351754,-14.3657678445948,4.97822654111871e-43,3.61061548314915e-42,86.34842866388
ABCA10,-6.69571691309028,0.0455617689130333,-39.872704096711,4.66404383936889e-216,1.24714772248181e-213,484.017104586107
ABCA4,-0.141822191949965,-0.625216538563957,-0.70999388338142,0.477857904969567,0.600319318254472,-8.01454110044668
ABCA5,-2.66699626231061,3.01243862639843,-25.3603199920425,3.59673411658595e-112,1.24021693187971e-110,245.133052561873
ABCA6,-5.16516998671059,1.64440654328336,-37.5573134097517,1.53985567711978e-199,2.81584963305053e-197,446.030229503306
ABCA8,-6.42372080862288,1.20994013146939,-31.5377754736828,3.65844700152111e-156,2.95427412567277e-154,346.281881178547
ABCA9,-6.68702958932829,0.463812707690153,-40.7319315060457,3.80633099730448e-222,1.17268093247389e-219,498.017516972891
ABCB1,-2.87740751261868,1.16688905925772,-22.0269899684154,2.04698463986727e-89,4.44595652355539e-88,192.83403267688
ABCB10P3,1.0970942566961,-7.48871913022979,3.83674075283856,0.000131744693284726,0.000263526576320555,-0.953099050616236
ABCB10P4,2.50591461839186,-7.44521305508572,8.60668436197766,2.55294637440616e-17,8.80407738607715e-17,27.5894666757815
ABCB11,-4.60906143485405,-5.55339337122916,-16.2736689241473,1.55039121656983e-53,1.4816011005548e-52,110.441916025206
ABCB4,-0.485322374012523,-0.43450509137573,-4.38497147072003,1.27085490753939e-05,2.70713298506662e-05,1.26701715237566
ABCB6,-0.222534870009787,4.16676260186829,-2.47343245764221,0.0135318678116632,0.0226401783397546,-5.21532441116456
ABCB7,-0.143828252538581,3.77270346775341,-2.47002312492017,0.0136607889329267,0.0228450882951722,-5.22370709849906
ABCB8,-0.214721221094816,4.02521146306171,-3.41933464868032,0.000650680045217023,0.00123562074243812,-2.44993426034037
ABCB9,0.164295723084944,2.14368184863036,1.62296647480649,0.104882141008621,0.151943746728769,-6.95081444873491
ABCC1,0.619886211694879,3.6346109773391,8.15160484250085,9.67226398419918e-16,3.16534638457616e-15,24.0037183017146
ABCC10,0.121027160159505,3.38452529638347,1.9823356188834,0.0476893636096922,0.0731760135422864,-6.30475217482954
ABCC11,-1.43777166921728,1.55588360561977,-5.11282582127177,3.73904531687221e-07,8.65209408616426e-07,4.65475280020719
ABCC12,-2.04077593797708,-4.42189146148962,-5.08389926071093,4.34092887363333e-07,1.00129628901581e-06,4.51063306271408
ABCC2,-1.94644825065803,-1.93864792087728,-11.9947649253169,3.01699929802759e-31,1.58800052188104e-30,59.3679105233594
ABCC3,-2.28618589631519,2.85970870055556,-14.3244324422412,8.22561473942837e-43,5.93098000952322e-42,85.8485819285286
ABCC5,-0.172670099652166,4.15272982101596,-1.53618323610259,0.124780053272122,0.178390286994101,-7.08762077868962
ABCC5-AS1,0.873081015933137,-9.33023198824186,4.01012377773871,6.47688357884353e-05,0.000132300942749165,-0.282036733251216
ABCC6,-1.46610906755384,1.43073748476989,-8.00175718248813,3.08451260017943e-15,9.92027971626982e-15,22.8607399708291
ABCC8,-6.38119898714606,1.1016755674961,-25.4955277721815,4.10125765637145e-113,1.45126151076395e-111,247.30077171512
ABCD1,-0.0736345749719747,3.0249293718968,-0.811532197213458,0.417235087049072,0.531080982006418,-7.93731525231549
ABCD1P2,0.228722357716938,-9.84168242725913,2.78262574105108,0.00548403859372671,0.00961046060965686,-4.40762052390427
ABCD2,-2.50895830905452,-1.82693283076914,-11.9456483629282,5.09478335433671e-31,2.66531080463861e-30,58.8474418849923
ABCD3,0.471254746689899,5.08576085049274,5.47644784988418,5.37151432637584e-08,1.29817702990106e-07,6.53271177461569
ABCD4,-2.16830650117622,4.61290077301224,-36.8715121954685,1.27843425376642e-194,2.11906084729564e-192,434.717766167883
ABCE1,0.852419691301463,4.93085160877037,13.3524400395107,8.2804085101188e-38,5.20398888715759e-37,74.3865133352315
ABCF1,0.664206814712125,5.20212868779663,11.3876960287177,1.74520322082699e-28,8.49494076783792e-28,53.0519043425266
ABCF2,0.714556216716832,4.68021917614434,12.898595757429,1.47423525855835e-35,8.74727321929618e-35,69.2332231946556
