gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
A1BG-AS1,0.0550044842664117,2.28473817779409,0.468430276911106,0.63956941664207,0.843160723037341,-7.09615536395516
A1CF,1.02258829992817,-8.19430522666506,3.02885420395323,0.00251189937117962,0.00921051433075227,-2.6580177335547
A2M,-0.272137468498586,7.52472389993973,-2.14512885878514,0.0321602755180966,0.084029392448832,-4.91972377386589
A2M-AS1,-0.634981209678365,-0.210016114765089,-5.34525208490195,1.09664299516277e-07,9.83647121990301e-07,6.83421950639413
A2ML1,-2.46007580459786,-2.28370315947825,-6.82503692759219,1.44717791723531e-11,2.30184123940054e-10,15.5018127311596
A3GALT2,-1.34533593509049,-8.35413025424297,-3.89011685817284,0.00010618619951455,0.000537934162473709,0.275616107771666
A4GALT,-0.586674919416061,3.41887699567462,-3.95797275896398,8.04206886992991e-05,0.000416260774377819,0.537019352733415
A4GNT,-0.490008679506804,-6.1179622182017,-1.29993442166759,0.193894859250249,0.356288874592483,-6.3649008877593
AA06,0.100393624194963,-9.89917108661435,1.04212233315355,0.297583178122181,0.490589053725069,-6.66506701544787
AAAS,0.245587045555298,5.06040768844807,3.89532736701243,0.000103959522168269,0.000528069658841828,0.295532878418513
AADAC,1.30158818754156,-4.12868104214923,2.50438815951462,0.0124096924756799,0.0374789902536676,-4.09239135644473
AADACL2,-0.704082647969015,-7.91094706537851,-1.91010753349985,0.0563783378383678,0.134352413627938,-5.39233527373512
AAMDC,0.261497448924501,5.81942787005968,2.16739314432437,0.0304181756197469,0.0801069623373922,-4.87213393890115
AAMP,0.116794541597345,6.4793915251019,1.63322651243922,0.102706580439597,0.218453798287552,-5.87926631882816
AANAT,-0.968596974937431,-5.4591879569773,-2.3255357807858,0.0202238538388943,0.0569725702848756,-4.52009248672637
AAR2,0.244634562307699,4.96331903256782,3.58208551904604,0.000355714215424648,0.00160164634185802,-0.855628136882021
AARD,-2.39661852175035,2.62648314374533,-5.62735931041077,2.31895153997213e-08,2.32584438956016e-07,8.33382587651783
AARS1,-0.111329812901716,5.78915687054351,-1.20393455612019,0.228873011539677,0.404740244514636,-6.48437433912185
AARS1P1,-0.043744037765034,-9.95318203674536,-0.976231022997346,0.329163910527312,0.527585494231289,-6.7312020998404
AARS2,-0.333103894031662,2.45629118283108,-3.54542543466884,0.000408404387082615,0.00181391212258463,-0.984199724960289
AARSD1,-0.321777585866631,5.08223994925943,-4.16172839681861,3.40406075642264e-05,0.000190023374246513,1.3483215979219
AASDH,0.115518499083443,2.59449520676744,1.17953560495755,0.238439153759959,0.417231718370927,-6.5132830704178
AASDHPPT,0.175009839053311,4.27776510365652,1.96623071929536,0.0495222838387427,0.12036182585537,-5.28441829670748
AASS,-0.0717131192718167,1.69982872425228,-0.494184781325158,0.621274025211382,0.827197997491141,-7.08381795764336
AATF,0.0162041507627686,5.19671026590457,0.199675691290254,0.84177100762545,1,-7.18551876107274
AATK,-0.458800516238508,0.131147952526815,-2.51043619490727,0.0122003439398833,0.0369648902866971,-4.07738070639566
ABAT,1.48534231398634,3.19151772746283,8.02328923105438,2.61402115371244e-15,6.64500588168837e-14,23.9318074602718
ABCA1,0.141995913296071,2.56075430351754,1.00051478831495,0.317280743980222,0.513974133129988,-6.70733002219948
ABCA10,-0.387435076075122,0.0455617689130333,-1.74485613256586,0.0812882403926863,0.181191717968724,-5.69205546521332
ABCA4,-0.782562436457009,-0.625216538563957,-2.96286247257636,0.00311326859017227,0.0111346984125985,-2.85323294117297
ABCA5,-0.311881975373506,3.01243862639843,-2.24287298543991,0.0251028444775131,0.0681658386540171,-4.70717137013226
ABCA6,0.553693543507607,1.64440654328336,3.04481871650293,0.00238338997395244,0.00878361791986843,-2.61015656348635
ABCA8,0.538238711111441,1.20994013146939,1.99848738584848,0.0459088002044455,0.112964583123084,-5.22098905907685
ABCA9,0.85515924905403,0.463812707690153,3.93940687837783,8.6810677835469e-05,0.000446239001191246,0.465060757742937
ABCB1,0.340723603697059,1.16688905925772,1.97259570431553,0.048790924086758,0.118767601538567,-5.27198339983589
ABCB10P3,-0.251498522821021,-7.48871913022979,-0.66517517700643,0.506077424600368,0.717428154590019,-6.98517548988843
ABCB10P4,-0.33581918923999,-7.44521305508572,-0.872282575163202,0.383243957468034,0.58882625382014,-6.82676987783792
ABCB11,1.20412157536531,-5.55339337122916,3.21532886461049,0.00134075079244753,0.00526857624582459,-2.08355430395567
ABCB4,0.70130569041679,-0.43450509137573,4.79210034355969,1.87572193237471e-06,1.33581563947811e-05,4.10711513648492
ABCB6,0.428093520763123,4.16676260186829,3.59851004906397,0.000334235430623973,0.00151528615572711,-0.797606108047403
ABCB7,0.0332357859734822,3.77270346775341,0.431663025778724,0.666070650668842,0.867845293856654,-7.11262477842412
ABCB8,0.289309006772818,4.02521146306171,3.48426096033091,0.000512856345494868,0.0022260949857131,-1.19583305598534
ABCB9,0.465410879251263,2.14368184863036,3.47697768485736,0.00052683499799354,0.00227978796688991,-1.22079372181036
ABCC1,-0.148746800826423,3.6346109773391,-1.47931567109183,0.139341316430612,0.27496601350021,-6.11718838251917
ABCC10,-0.281283677850386,3.38452529638347,-3.48434343905704,0.000512700046723683,0.00222575740914935,-1.19555009886339
ABCC11,6.91831867277239,1.55588360561977,18.606030157721,2.02175390793017e-67,4.09318519759805e-64,142.548756784806
ABCC12,7.72584917312183,-4.42189146148962,14.5555935017721,4.89879225173539e-44,1.75761224788846e-41,89.2135846120552
ABCC2,2.35088976073083,-1.93864792087728,10.9562825928673,1.37126706564185e-26,1.16021473756874e-24,49.4966882469532
ABCC3,1.80239869469,2.85970870055556,8.54080543027117,4.3658595592329e-17,1.36735826902649e-15,27.9473812847241
ABCC5,0.284794993845489,4.15272982101596,1.91619769993224,0.055598010978991,0.132771928822017,-5.38077487385697
ABCC5-AS1,-0.258234613359905,-9.33023198824186,-0.897015130251354,0.3699064591906,0.573714291616874,-6.80500430710464
ABCC6,1.41178486745226,1.43073748476989,5.82733107431845,7.38468262125634e-09,7.94652407808996e-08,9.44088022369447
ABCC8,5.58493488523308,1.1016755674961,16.8757046020256,5.10687633419169e-57,4.99135526952859e-54,118.81581924707
ABCD1,0.32555503374969,3.0249293718968,2.71350400658771,0.00676122667944505,0.0220200171207849,-3.55262858898729
ABCD1P2,0.0895002595168677,-9.84168242725913,0.823479051261849,0.410413522223939,0.619125364448488,-6.86793611341527
ABCD2,-0.733570800476548,-1.82693283076914,-2.6414378674767,0.0083721633164019,0.02652885377754,-3.74346807458436
ABCD3,0.186085485238314,5.08576085049274,1.63545199068419,0.102239462361291,0.217608080065823,-5.87565430142762
ABCD4,0.323539885296747,4.61290077301224,4.16083205418342,3.41724184479364e-05,0.000190590914696637,1.34466612952003
ABCE1,-0.168174439904822,4.93085160877037,-1.99227476733857,0.0465869265067736,0.114298810540446,-5.23328517369239
ABCF1,-0.258825445150595,5.20212868779663,-3.35599720359497,0.00081772257984948,0.00338308696588143,-1.62792996733568
ABCF2,-0.308032414448343,4.68021917614434,-4.205179435362,2.82003318696484e-05,0.000160278766094508,1.52643841091864
ABCF2P1,-0.289108453701052,-8.97913454965332,-1.09498872050183,0.273760469980618,0.461548873582204,-6.60888922111084
ABCF2P2,-0.0559336973404321,-9.94640486529896,-0.995838273518084,0.319547003383448,0.516818274687616,-6.71197277312306
ABCF3,0.0176486524951596,5.30239334616988,0.283132097641478,0.777128671872277,0.966347945755366,-7.16546388755058
ABCG1,1.15702394283369,4.21827002522324,9.38283363524647,3.53548276628214e-20,1.51374204724322e-18,34.9462265442045
ABCG2,0.53729869321189,0.452814089753085,3.24666614453332,0.00120277516132214,0.00478879887238581,-1.98370917835167
ABCG4,-0.295926062294963,-3.80874445864672,-1.63085140573766,0.103206978447,0.219320632561236,-5.88311578831554
ABCG5,0.172643031689373,-5.09154682887028,0.677202808387454,0.49841920116783,0.709267689421677,-6.97714232924101
ABCG8,0.410368185483572,-7.26367806746305,1.07739797266389,0.281537934848498,0.471208221160073,-6.62788970327896
ABHD1,0.0386266397925065,0.415001867877825,0.232449639484651,0.816231892972708,1,-7.17846972657215
ABHD12,0.244264531617243,5.5006073865448,2.7993277339307,0.00521014732456946,0.0175325199771574,-3.31874727243688
