"gene","log2FoldChange","AveExpr","t_stat","pvalue","padj","B_statistic"
"INPP5B",-0.638751689843143,0.020835692189151,-12.8310045915216,6.09663798402436e-32,3.93473680641371e-31,61.4388469622433
"SRPRB",0.580135407498704,-0.0156180193082689,12.829277980841,6.1945043672726e-32,3.9966428240134e-31,61.4230098548952
"ZDBF2",-1.57874387431599,0.23883330779833,-12.8288385870019,6.21965862764051e-32,4.01161142398554e-31,61.4189797188547
"COL3A1",1.84257931408814,2.58760334782884,12.8286655082674,6.22959489665724e-32,4.01675826722277e-31,61.4173922507233
"CCBE1",-2.09647876547586,0.697766381690642,-12.8222464682539,6.60949312078578e-32,4.26037343076082e-31,61.358523666736
"CWF19L2",-0.621985316553813,0.514577865414293,-12.8212590319618,6.66994686980347e-32,4.29799150147725e-31,61.3494690753415
"ZNF660",-1.14546611805227,0.383952349857193,-12.816980032248,6.93835140519193e-32,4.46954359424507e-31,61.310234966966
"C6orf195",-0.921774056797582,-0.130818268806646,-12.8145847125474,7.09327106576271e-32,4.56790636700466e-31,61.2882747552487
"TSPAN11",-1.45139518570673,-0.374319260286725,-12.8109134910064,7.33742642318002e-32,4.72365520438651e-31,61.2546205361614
"PITPNM3",-1.33429031567334,-0.994136516549382,-12.8099618896693,7.40206798412763e-32,4.76377604119562e-31,61.2458978482101
"CSRNP2",0.632558217451292,0.651545226850732,12.809607074142,7.42631530446672e-32,4.77788320904737e-31,61.2426455646669
"PLS3",-1.10972481957411,-0.140768693938938,-12.8061911677405,7.66383776407568e-32,4.92915380001484e-31,61.2113369180956
"VARS2",0.640197192394268,-0.421513693697843,12.8058923363548,7.68497339606035e-32,4.9411996185756e-31,61.2085981359578
"TIGD2",-0.776490086840479,0.158744728720285,-12.8047974109849,7.76291234436008e-32,4.98974923073614e-31,61.1985634070869
"VCL",-0.662923634337219,0.588436554866453,-12.8042888274436,7.799381725089e-32,5.01162149659083e-31,61.1939024860894
"C5orf49",1.72250542744824,1.23098208515883,12.8011951393211,8.02493005052473e-32,5.15423884279615e-31,61.165552051988
"C15orf52",-1.56920379041258,-0.328864634833466,-12.8011759054631,8.02635245027729e-32,5.15423884279615e-31,61.1653758028941
"ATPIF1",0.790169509475998,-0.582017041186427,12.7971048465189,8.33314359450564e-32,5.34957592230146e-31,61.1280732943217
"ITIH2",-3.11586533180769,-0.0598899097673634,-12.7958819362697,8.42756295657381e-32,5.40849851511286e-31,61.1168689460977
"HIST1H2BK",1.55680403684765,0.211650855055179,12.7815121178298,9.62020179485665e-32,6.17196071401272e-31,60.9852466887164
"KREMEN2",2.48627031919318,-0.879503771307899,12.780679076581,9.69428275775559e-32,6.21754529886668e-31,60.9776182914037
"RNPS1",0.624073957050296,-0.185726713341831,12.7775353216168,9.97900806875637e-32,6.39815851503961e-31,60.9488319584257
"ALAS2",-1.676363671302,-0.43482754378366,-12.7772516950154,1.00051018925366e-31,6.41288610220968e-31,60.946235032909
"FCER2",-2.46252110250543,-0.00214695184520002,-12.7740557558473,1.03038715279703e-31,6.60232467132429e-31,60.916974278563
"PCDHGA2",-1.89678985800622,1.06821089418315,-12.7713911022625,1.05597585342991e-31,6.76417605956817e-31,60.8925801802614
"SLC16A11",-2.03065744880557,-0.608183983543595,-12.7700296382127,1.06929342423194e-31,6.84734684949521e-31,60.8801172365567
"DIMT1L",-0.474085046646682,0.0307131349932815,-12.7695484604816,1.0740401258498e-31,6.87559831109962e-31,60.8757126368744
"PDRG1",0.805731928064308,-0.121808135026344,12.7657329797542,1.11242982604005e-31,7.11913476577377e-31,60.8407890678444
"SPRY3",-0.812043786304836,0.0341924561574888,-12.7617434115436,1.15403396271431e-31,7.3830842176768e-31,60.8042768787883
"LOC728392",-1.10259012204586,-1.3434099844044,-12.7614674454637,1.15696847476641e-31,7.39955227007922e-31,60.8017514431579
"MCCC2",1.03027170686155,1.17150224566761,12.7583863061191,1.19024133121278e-31,7.609982724945e-31,60.7735567592334
"RPUSD4",-0.562670058088346,-0.111255205225336,-12.7578200986844,1.19645863594291e-31,7.64735236485304e-31,60.7683758664454
"HBEGF",-1.29103863462889,-0.937003111798843,-12.7567995198917,1.20774705998963e-31,7.71710150687428e-31,60.7590376509735
"GDI1",0.658493246494156,-0.245853606444531,12.7542139990212,1.2368222364322e-31,7.89972378990816e-31,60.7353817860201
"LOC100128191",0.946937593147849,-0.729603729967024,12.754189810282,1.23709751507816e-31,7.89972378990816e-31,60.735160484302
"RPN1",0.51044039194976,-0.242686232273489,12.7526237767778,1.25505020671854e-31,8.01187212186929e-31,60.7208332989379
"RNF214",-0.538349862113546,-0.0317551398318179,-12.7499963050798,1.28575601584216e-31,8.20533758322645e-31,60.6967970355103
"WNT10B",-1.7529727278059,-0.565190761240993,-12.7497254881784,1.28896314652189e-31,8.22324841457252e-31,60.6943197087489
"DYNLT1",0.716501375931587,0.058056345025723,12.7463943838177,1.32906963810863e-31,8.47648327753034e-31,60.6638499379556
"SLC4A4",-2.90028311623415,-2.45743089603154,-12.7450226818229,1.34594416128032e-31,8.58143901586491e-31,60.6513039172602
"IRX5",1.35496433139705,4.04888936729499,12.7433134235811,1.36727029577373e-31,8.7147032512371e-31,60.6356713194091
"ASPHD2",0.925099055331746,-0.631336076462167,12.742948816227,1.371862831027e-31,8.74126130384369e-31,60.6323367974995
"RETSAT",-1.07678722055803,0.859403999889584,-12.7412467396339,1.39350609507328e-31,8.87641332046368e-31,60.6167709784471
"ID1",-1.38277863932495,-1.86850888258158,-12.7399999485431,1.40957561422126e-31,8.9759886352241e-31,60.6053694054902
"BCAS1",2.49978435134721,2.1155229781815,12.7380246978759,1.43541283173721e-31,9.13768230560149e-31,60.5873072543737
"BBS7",-0.666521912221828,0.00871879873683705,-12.7346616032119,1.48049393792968e-31,9.42174226463e-31,60.5565571317919
"PCYOX1",-0.81168487355603,0.694050726458978,-12.7255329972866,1.61009767931927e-31,1.02433546192825e-30,60.473108407572
"MIF",1.39179065012216,-1.19821152536937,12.7227983694642,1.65107940039911e-31,1.05008240675941e-30,60.4481149981274
"KIAA0556",0.75501440767537,0.431916760115916,12.720587071712,1.6849771074711e-31,1.07130938421746e-30,60.4279063255301
"BBC3",1.32246348940877,-0.418753039274396,12.7205312730761,1.68584137295626e-31,1.07152703983876e-30,60.4273964110898
"ASB13",0.980174687556971,0.870876857725028,12.7203202352646,1.68911413544378e-31,1.0732749365726e-30,60.4254678561218
"NDUFAB1",0.601436011852153,-0.141171236170538,12.7200234983657,1.6937266256835e-31,1.07587276068324e-30,60.4227561693063
"LAMC1",-0.998127841343817,0.552986190745163,-12.7171681729963,1.73875630567236e-31,1.10413445578266e-30,60.396664602282
"GABARAPL3",-0.822363694771368,-0.41880870514259,-12.7126607069733,1.81228079491441e-31,1.15046767840423e-30,60.3554811935112
"NUBP2",0.911754248080145,-0.397616217602738,12.7122815611644,1.81860475843091e-31,1.15412536910623e-30,60.3520173382002
"TSEN34",0.69213473273499,-0.106763768284117,12.7122011264258,1.81994919431295e-31,1.15462166128693e-30,60.3512824966266
"C14orf80",1.23086946840293,-0.816770083861978,12.710077548548,1.85580441973082e-31,1.17700539811781e-30,60.331882491076
"EXOC6",0.696965810009018,0.820071260335684,12.7088430543877,1.87697064809618e-31,1.1900619952259e-30,60.3206053839877
"USP31",-0.819050041071845,0.312476682742184,-12.7076722322613,1.89726736645983e-31,1.20255940208152e-30,60.3099103621656
"TMEM92",1.73544513289956,-1.95009328992816,12.7063464857883,1.92051387994754e-31,1.21691820849763e-30,60.2978006829568
"ROCK2",-1.03689918734903,0.605135071755452,-12.7045049687081,1.95327585703177e-31,1.23729569098618e-30,60.280980748053
"ASPN",2.19619074693391,2.94133443928617,12.7032818823016,1.97534262945995e-31,1.25088785264691e-30,60.2698099845566
"KLHL35",1.65095839640983,1.05322065986706,12.7028901628949,1.98246236169256e-31,1.25486877029846e-30,60.2662324093915
"RAN",0.544212380449893,-0.348300537525078,12.7028687890591,1.98285157859142e-31,1.25486877029846e-30,60.2660372034349
"ANAPC4",-0.463727832541195,0.038755750421136,-12.7018030391405,2.00235570470918e-31,1.26682165231678e-30,60.2563039551857
"DARS2",0.760672264273002,0.191620334939636,12.6974213123894,2.08457390471655e-31,1.31843198594673e-30,60.2162903995371
"RAG1",-1.16193388487934,-0.0783979627199444,-12.6954786003505,2.12209480988601e-31,1.34171329683118e-30,60.1985516468781
"IGFBP1",-2.3713930088602,-0.847714319064951,-12.6954480044069,2.12269108042264e-31,1.34171329683118e-30,60.1982722871733
"ANO9",1.68603351229283,0.328712293385208,12.694950515219,2.13240987999007e-31,1.34744151542616e-30,60.1937299474455
"NOMO1",0.611742260752221,0.0627568107512067,12.6944328420156,2.14257006039806e-31,1.3534450258453e-30,60.189003399497
"RAB25",2.13134538226819,2.51096353584395,12.6937415299722,2.15621343807975e-31,1.36164447504698e-30,60.1826915959391
"HBG1",-1.65461152966028,-0.23951302861844,-12.6931016272645,2.16891935788241e-31,1.36924706080338e-30,60.1768493026872
"PRSS22",1.79609045649305,1.19941147399461,12.6904404328192,2.22256522548059e-31,1.40268257236756e-30,60.152554054456
"MAD2L1BP",0.478235436836233,-0.119796197252855,12.6898455331831,2.23473719608411e-31,1.40993099679185e-30,60.1471232509148
"YDJC",1.04787113770906,-0.80532383866403,12.6884128264207,2.26432443067552e-31,1.42815915704358e-30,60.1340446124092
"SULF2",1.22570803555949,1.15143154509454,12.6845243062158,2.34660924377324e-31,1.47960343288282e-30,60.0985510352236
"EXTL2",-0.617298181071359,-0.0195827987593557,-12.6782830588447,2.4849527620431e-31,1.56635186382392e-30,60.0415922195478
"CENPO",0.798112744235942,-0.493197430315582,12.6780908045451,2.48934088658765e-31,1.56863623086693e-30,60.0398378648681
"GABRG3",-1.27696516164992,-0.720722077883936,-12.6753775763316,2.55209884395e-31,1.60768914594334e-30,60.0150804169911
"PHTF1",0.61067679692548,0.000294501487217141,12.6747225850436,2.56748373629888e-31,1.61688469650969e-30,60.0091041525576
"C15orf23",0.735890661856232,-0.381703633208805,12.6733978902729,2.59888208705121e-31,1.63615606400372e-30,59.9970178002865
"AP2S1",0.668536457783277,-0.311692520191091,12.669243141689,2.69986228718307e-31,1.69920823899045e-30,59.9591139753518
"SCAMP4",0.621617995658107,0.103277063916868,12.6666207464803,2.76560167940575e-31,1.74004911057922e-30,59.9351926344298
"DOK5",-1.31190505192721,0.224901663758542,-12.6655871889342,2.79194735673454e-31,1.75608698632844e-30,59.9257651774405
"C11orf90",-1.07780412779441,-0.247290482135727,-12.665251804588,2.80055001863396e-31,1.76095840375361e-30,59.9227060864632
"FBXO45",0.60420719063538,0.0679962888340902,12.6631835183023,2.85418858396828e-31,1.79413630216989e-30,59.9038417219471
"WDR59",-0.638569016606014,-0.510623940015309,-12.6601552535186,2.93457475181101e-31,1.84410222389593e-30,59.8762240524401
"CYP7B1",-1.3589061256821,0.825239366491926,-12.6596522248369,2.94814456256305e-31,1.85206266430292e-30,59.8716367291239
"LOC100129637",-0.938943322773543,-0.706825663725744,-12.6582626208239,2.98595658582428e-31,1.87524284817903e-30,59.8589647802883
"KDR",-0.994176433140247,1.04913004084096,-12.6552899829311,3.06847410809299e-31,1.92647625196175e-30,59.8318590256733
"ZNF446",0.84825778618743,0.0969280308438007,12.655054137271,3.0751174136649e-31,1.93005687870805e-30,59.8297086060943
"SLC13A5",-1.60059098749914,-1.0766064790493,-12.6540149738749,3.10455967361884e-31,1.94794040646072e-30,59.8202338171008
"PSMA6",0.556767980989428,0.0595818860124062,12.6509684692764,3.19250371799806e-31,2.00250844272839e-30,59.7924586462542
"LAMA2",-1.59615015842209,2.11058610458261,-12.6506991553113,3.20039644276772e-31,2.00684602840627e-30,59.7900034355677
"HIST1H2AD",1.76961661092534,0.465955311125936,12.6499450879125,3.22259930295932e-31,2.02015156304595e-30,59.783129074555
"C6orf59",-1.18426322830559,-0.0902899039115999,-12.6452577500847,3.36409716996087e-31,2.10820863550967e-30,59.7404015870827
"PKP3",1.48760031977889,1.49302658933705,12.6437704263855,3.4102762465279e-31,2.13649592130662e-30,59.7268453246321
"GPR137",0.757269368653724,-0.45561389222057,12.6401324418143,3.52590900129209e-31,2.20826454534859e-30,59.6936897476758
"DTYMK",0.683070360264098,-0.658154335727105,12.638420494154,3.58166648744605e-31,2.2425011585016e-30,59.6780889872516
"ARGLU1",-0.945528175790606,-0.170847732973621,-12.6366401016828,3.64058518008925e-31,2.27869554107416e-30,59.6618654849928
"TM9SF4",0.440815707328577,-0.0787926816433789,12.636313613846,3.65149397759877e-31,2.28482692350207e-30,59.6588905332363
"DHDPSL",-1.96040733438926,-0.783791345965002,-12.6316419525076,3.81120048997874e-31,2.38403248200072e-30,59.6163261415089
"TUBA3E",2.86165528955992,2.23491818799398,12.6311586425005,3.82811515443631e-31,2.393883768522e-30,59.6119230083347
"LAMA3",-2.14002259871995,1.21694180202501,-12.6296156995683,3.88261648458015e-31,2.42722644422748e-30,59.597866723732
"GABRA2",-2.22902912339386,0.135651610864555,-12.6268412436705,3.98257055134587e-31,2.48895505081068e-30,59.5725932012914
"IL9R",1.3462684327875,-0.0366013220355681,12.6228255431484,4.13179978932071e-31,2.58143182211668e-30,59.5360170706837
"ANKRD11",-0.600002338203627,-0.509313817324445,-12.6222199941398,4.15478116971632e-31,2.59500022556361e-30,59.5305020053005
"OR2A1",-1.01405335621864,0.564845765868825,-12.6207278068069,4.21195664283268e-31,2.62991088434778e-30,59.5169123391257
"SFXN2",1.36613285219919,1.01090687324658,12.6188833188828,4.28371550441871e-31,2.67390329296796e-30,59.5001151770614
"ZNRF2",0.747086490055718,0.542551239345986,12.6175131254747,4.33780946213934e-31,2.70684584369971e-30,59.4876379653402
"LRRC37A4",-1.17685630757496,-0.197202445851259,-12.6121727641886,4.55521588729778e-31,2.84164637393568e-30,59.4390134494804
"BRMS1",0.731961259753539,-0.39144828527369,12.6109497811585,4.60651186803442e-31,2.87277304528392e-30,59.4278793486162
"CYB5R1",0.73784881476195,0.741558795373345,12.6069251339173,4.77941666290687e-31,2.97969705707495e-30,59.3912421221755
"YIPF2",0.638487249897541,-0.247017856798092,12.6037341695934,4.92108830281636e-31,3.06708994708014e-30,59.3621977665165
"IGSF8",0.863617640672967,-0.114383473437287,12.6018835020156,5.00516261361541e-31,3.11854289704171e-30,59.3453543658543
"ATOX1",0.738287490465346,0.0556283064737813,12.6006486602352,5.06205487984741e-31,3.15303357655544e-30,59.3341163628189
"GUCY1A3",-1.25770313618441,0.994115482102117,-12.6004470408691,5.0714049803474e-31,3.157899431196e-30,59.3322815189453
"KLHL2",-0.92944840110317,-0.0656682384914306,-12.591198553962,5.51931749069659e-31,3.43576677028505e-30,59.2481293317211
"PRPF19",0.608524620078591,0.0391579162773762,12.5911653095968,5.52099662867866e-31,3.43577025725289e-30,59.2478268898965
"CCBP2",-1.58784628000005,0.667844076055722,-12.5881667805457,5.67456121315551e-31,3.53026490018433e-30,59.2205491187814
"NPAS3",-1.58059564337314,0.649980668160681,-12.5864477324229,5.76451076355234e-31,3.58513801804694e-30,59.204912150156
"FAM23A",-1.43700986035265,-0.976466348529544,-12.5857133704451,5.80336810610219e-31,3.60821160564137e-30,59.1982324658598
"CENPT",-0.683652701989568,-0.797213500995803,-12.5807982962873,6.07024341672421e-31,3.77299719483343e-30,59.1535298878605
"C9orf163",1.14907272487204,0.0498856488929591,12.5804832792732,6.08775903646912e-31,3.78273889281813e-30,59.1506650738054
"TDRKH",0.878517755089721,0.551069627545583,12.5798716984033,6.12190813414019e-31,3.80280707999692e-30,59.1451033525525
"OLFML2B",1.3348748723821,1.32012529035442,12.5793728988136,6.14990105894507e-31,3.81904019177684e-30,59.1405673540454
"RUVBL2",0.780482696707606,-0.410284992220218,12.5763531185501,6.32211666484206e-31,3.92479755455723e-30,59.1131076924918
"CABLES2",0.85642834008065,-0.134077316609098,12.5759396188882,6.3460691974858e-31,3.93847643967302e-30,59.1093478585435
"PIWIL2",-1.9491017602553,0.493589357812755,-12.5744406719376,6.43365810642704e-31,3.99162891885606e-30,59.0957188238772
"KLK5",-3.69474196444324,3.39133073713627,-12.5732460388257,6.5043264268872e-31,4.03425442731101e-30,59.0848572512521
"FZD2",1.18998124156522,0.0233408912266461,12.5720114511117,6.57817085366429e-31,4.07882354653361e-30,59.0736328943978
"ZNF507",-0.576764216980438,0.198041469487332,-12.570443791468,6.67314207107092e-31,4.13646155552796e-30,59.0593810925316
"SLC39A1",0.616878037904183,0.0721879766916522,12.5676581718308,6.84528157269252e-31,4.24188441555622e-30,59.0340586046522
"NAPA",0.607268113008277,0.195170510458618,12.5670861951112,6.88117101162922e-31,4.26283768463331e-30,59.0288593976703
"STRA6",1.97630861937457,0.338373553295458,12.5670405003222,6.88404626488905e-31,4.26333242287096e-30,59.0284440414833
"FCGR1C",1.42148324825441,-0.160924890379814,12.5652743049202,6.9961025494419e-31,4.33142295959114e-30,59.0123902053033
"AKT3",-1.20164611864335,0.304247009191217,-12.5645377033732,7.04337148708123e-31,4.35937342869393e-30,59.0056951609468
"CDC7",1.15201317549905,-0.512432400818293,12.562541180004,7.17309766158815e-31,4.43832715468369e-30,58.9875494408711
"GRID1",-1.22903024702225,0.377928209791349,-12.562241086681,7.19280124241138e-31,4.44917774952412e-30,58.9848221059582
"P4HB",0.70960642199068,-0.236725853952475,12.5613016958493,7.2548291692453e-31,4.48619406158452e-30,58.9762848378941
"NCRNA00176",1.5058238954412,-0.231581535674268,12.5607370034227,7.29237192503838e-31,4.5080516597723e-30,58.9711529993093
"SYT2",-1.27423071055467,-0.978082538432049,-12.5606216405301,7.30006543530554e-31,4.51144922898322e-30,58.9701046115859
"TRIM68",-1.00980716716594,-0.37734409018669,-12.5546618663619,7.70871674278677e-31,4.76256258589865e-30,58.9159495807432
"ABHD14B",-0.747313565685751,0.252707304374777,-12.554578381379,7.71460010670847e-31,4.76476354364395e-30,58.9151910541633
"ATRIP",0.690937513934497,0.63007619385103,12.5523998246877,7.86971908856037e-31,4.85910775603442e-30,58.8953979519525
"CMPK1",-0.529504559056499,0.0337653310525348,-12.552168221697,7.886391464278e-31,4.86793796637485e-30,58.8932938315867
"RBM4",0.453900921199433,0.0130785683958784,12.5503377598135,8.01940472495825e-31,4.94855362198356e-30,58.8766646375448
"LOC158696",-1.40414532652901,0.493372161427676,-12.5467514494846,8.28652245802997e-31,5.11184813892294e-30,58.8440872256437
"C9orf64",0.525738825324831,0.654811787488164,12.5446393020777,8.44796893752217e-31,5.20987690860109e-30,58.8249027939527
"LOC100128164",-1.32068721175884,-0.128327392364744,-12.543562110597,8.53150904529353e-31,5.25981623723352e-30,58.8151193223959
"ANKRD5",0.843265349412523,1.28801796255182,12.5432828293418,8.55330233605769e-31,5.27166907713192e-30,58.8125828427413
"GMIP",0.797677066832161,-0.446434974375036,12.5404465585492,8.77779233171508e-31,5.40840565936706e-30,58.786824779369
"TMEM33",0.50821560758076,0.0299609676161044,12.5389273035389,8.90044512214116e-31,5.48233238396514e-30,58.7730284830027
"CHCHD5",0.77244009270696,-0.188553960146451,12.5383403052859,8.94829073358408e-31,5.51015023276788e-30,58.7676981743808
"PFDN6",0.823049606875339,-0.535652366296236,12.5348208606069,9.24057830623368e-31,5.68842796482691e-30,58.7357417695664
"CLDN15",-0.89011192865246,-0.808029019281903,-12.5347215283982,9.24896434412138e-31,5.69188363263825e-30,58.7348398955974
"ATG4D",0.675138649296511,-0.729566542026079,12.5338531962046,9.32259612560501e-31,5.73547792803928e-30,58.7269561215252
"DENND2D",0.825390377280988,1.04095815829463,12.5332606432053,9.37317764138876e-31,5.76486929232208e-30,58.7215763459986
"UPF0639",2.52279215220291,1.95611616129624,12.5292368207188,9.72396648664272e-31,5.97882695330264e-30,58.6850471591732
"NPFF",-1.11252831954508,-0.312558462758818,-12.5279549086248,9.83844473270769e-31,6.04740330426613e-30,58.6734107679563
"C2CD2L",0.734923012380344,0.0918405796775265,12.5275014910077,9.87925676627351e-31,6.07067169744373e-30,58.669295055703
"CACNG4",2.84111090770396,3.43783720080489,12.5174206304667,1.08314858702128e-30,6.6538122356514e-30,58.577807406043
"TCP11L2",-0.961615155780811,0.721060538977769,-12.5173391389488,1.08395446534765e-30,6.65677091641856e-30,58.5770679738737
"SNRPA1",0.66150672123524,-0.275790027085603,12.5162405511056,1.09487699848242e-30,6.7218375534821e-30,58.5670998930761
"PRSS8",2.29697185354678,2.200430888231,12.51238385989,1.13409685798218e-30,6.96054065601617e-30,58.5321091555196
"KRT79",-1.93810047820081,0.483316995365978,-12.5120762241137,1.13728491532157e-30,6.97802131247812e-30,58.5293182658184
"PSME1",0.652224614211027,0.00720145635565943,12.5108405284344,1.15018074335287e-30,7.05503754437837e-30,58.5181082725799
"CD248",-1.38032997418295,1.19530203550445,-12.506308664554,1.19873489310513e-30,7.35066527940508e-30,58.477000326802
"PCDHB18",-1.02257167751985,0.497900416543047,-12.5034535146169,1.23036772462385e-30,7.54238560362127e-30,58.4511050661063
"IER3IP1",0.6107226896675,0.198406272953344,12.5033128165319,1.23194786952071e-30,7.54981783918215e-30,58.4498290498686
"CD9",0.888536645543785,0.184005379120292,12.5012293758528,1.25558446731859e-30,7.69237514594171e-30,58.4309347062118
"RBMXL1",-0.515177964560185,0.101274160444637,-12.5008676967324,1.25973348708729e-30,7.71549179293021e-30,58.4276548482413
"CHST4",-1.69100460893059,-0.615166945440808,-12.4995300574625,1.27519729235098e-30,7.8078736689429e-30,58.4155249445566
"RHOD",0.928363307518189,0.846261700056659,12.4991978515328,1.27906698809346e-30,7.8292323391648e-30,58.4125125441831
"BCL2L10",-1.23745366425993,-0.933834378106113,-12.4952936045387,1.32543166531674e-30,8.11061463158055e-30,58.3771120334784
"PREX1",1.42107652115155,1.71106680834149,12.4927219915313,1.35688144280491e-30,8.30058880237928e-30,58.3537974704765
"PICALM",-0.561837173620034,0.169025043990594,-12.4922600239267,1.36260937357083e-30,8.33314579666641e-30,58.3496094433805
"TBX18",-1.33618666021282,2.33282287388631,-12.491142580284,1.37656433674819e-30,8.41598148702812e-30,58.3394794014073
"ACBD3",0.636332423868263,0.444894512804461,12.4906653300794,1.38256767774772e-30,8.45016803339108e-30,58.3351530751028
"NLGN4X",-1.97083390541461,0.621986599426245,-12.4891476612126,1.40183234940217e-30,8.56536253965073e-30,58.3213957317969
"MPV17L2",0.634153051106309,-0.262102700735821,12.4869442428381,1.43027854074157e-30,8.73657198495222e-30,58.3014235545954
"SAP30L",-0.55691191398343,0.569321198127371,-12.4833080803363,1.47848428450137e-30,9.02834097585163e-30,58.2684681971571
"NFKBIE",0.835523505251435,-0.658548233768222,12.4819137188912,1.49739611415322e-30,9.1411068164037e-30,58.2558319323822
"SOCS2",-1.77400426861628,0.264151970841349,-12.4764993206894,1.57314451280868e-30,9.60067088227175e-30,58.2067705039319
"DOPEY1",-0.7110359795799,0.265285063470459,-12.4762742001114,1.57637533327054e-30,9.61752915068176e-30,58.2047308289272
"DPP4",-1.81262722525401,-0.329842388619132,-12.4709734874962,1.65438818645155e-30,1.00904900379828e-29,58.1567092231659
"MLXIP",-0.793904743882444,-0.317971264285041,-12.4693441943489,1.67913118667544e-30,1.02370808074869e-29,58.141950552498
"FAM172A",-0.654925347650973,0.422543140653009,-12.4693253320586,1.67941978371241e-30,1.02370808074869e-29,58.1417796967908
"DNAJC12",2.32628245907392,2.79034326831932,12.4686206781001,1.69023661311625e-30,1.02999577522341e-29,58.1353969843859
"MAGI1",-0.878880203017729,1.12949663843806,-12.4627126698459,1.78370131243349e-30,1.08662872238159e-29,58.0818890116361
"PSMG3",0.710737954000398,-0.617579893928259,12.4583837438912,1.85543665859806e-30,1.12999450017853e-29,58.0426898272644
"MVP",0.838254341958241,-0.227304582345109,12.4579525685814,1.86273723700711e-30,1.13410425491566e-29,58.0387857960506
"C4orf34",0.794358763130345,1.42628496140638,12.4574306500134,1.87161255359905e-30,1.13917004818822e-29,58.0340602212867
"ST13",-0.53299729801078,0.20993455983278,-12.4568243181953,1.88197623883105e-30,1.14513847608777e-29,58.0285704612319
"FXYD2",-1.28773825030833,-2.19454625746045,-12.4562738283883,1.89143494829179e-30,1.15055287373127e-29,58.0235864022584
"C5orf23",-2.18165878073108,0.519563120416111,-12.4555603734319,1.90376427276963e-30,1.15770973104148e-29,58.0171270273602
"RBM8A",0.46510325353516,0.147754892675592,12.4521781397569,1.96331130810323e-30,1.19356769781935e-29,57.9865077271389
"RFX2",-1.25768336267093,-0.282069608709051,-12.4514696601779,1.9760177763227e-30,1.20093679537907e-29,57.9800943506484
"TTC16",1.53936289678958,0.428321603030676,12.4493913641391,2.01376623016563e-30,1.22351644585086e-29,57.9612819236972
"BRCC3",0.489534236929551,0.536458522916944,12.4482342926318,2.03509271488049e-30,1.23610808983717e-29,57.9508088999592
"MRPS16",0.429508196913664,0.0217412297744433,12.4452714150425,2.09073399361487e-30,1.26952880475934e-29,57.9239929568633
"C11orf49",0.672044158891958,-0.266390709812064,12.4397994524452,2.19750822156524e-30,1.33396936099155e-29,57.874475782313
"RGS19",0.773656375049518,-0.288034713103339,12.4357810454562,2.27936237012771e-30,1.38324887551646e-29,57.8381184828297
"MMP20",-0.8294835386966,0.0905799445078644,-12.4350344061486,2.29490249004957e-30,1.39226797047038e-29,57.831363708533
"RNF34",0.459494716305826,0.163803011962798,12.4328982045212,2.33994951016521e-30,1.41917764973979e-29,57.812038712615
"ARL8A",0.556401232177433,0.0323343584952282,12.4326924569297,2.34433442736552e-30,1.42141718233355e-29,57.8101775111566
"NDUFAF4",-0.594113650765847,-0.482873520720922,-12.4326116280911,2.34605929971019e-30,1.42204302990996e-29,57.8094463338676
"BEND7",-1.78757522149875,-0.0492379016144373,-12.4323581104445,2.35147752367824e-30,1.42490653958425e-29,57.8071530284292
"USP5",0.554310881300185,-0.364399506196963,12.4283634004103,2.43851743846938e-30,1.47721342613681e-29,57.7710199212679
"CTDSP2",-0.560841803085922,0.37802566867484,-12.428235475449,2.44135717470864e-30,1.47849742763329e-29,57.7698628964653
"LCMT2",0.461472695534324,0.492716085851449,12.4269777547554,2.4694526230908e-30,1.49507113984235e-29,57.7584876557692
"LRP4",-1.55527467582192,-1.25845783312533,-12.4268926757701,2.4713647384343e-30,1.49578767924694e-29,57.7577181922358
"PIGO",0.628542122865753,0.180995294747088,12.4247660404355,2.51964210262377e-30,1.52453617038995e-29,57.7384854494192
"TRAPPC9",0.703361514991266,0.0533658620959543,12.4247352193808,2.52034864213516e-30,1.52453617038995e-29,57.7382067227147
"PDP2",-1.11792611629558,0.222717317725582,-12.4237385230316,2.54330352238815e-30,1.53796822723501e-29,57.7291933817867
"OCLN",1.39784729800944,1.11625921427628,12.4216760244506,2.59146831304058e-30,1.56663264036287e-29,57.7105428031507
"AADACL3",-1.18382054215849,0.271576087306835,-12.4199979696372,2.63132481618953e-30,1.5902590072526e-29,57.695369675982
"LOC100302401",-0.778059255998961,0.0365285642107124,-12.418970638622,2.65602630347633e-30,1.60471512685018e-29,57.6860809132768
"MMP9",2.53489018658693,0.513807374170311,12.4152878095038,2.74649083825807e-30,1.65888369842419e-29,57.652784947892
"HOXD9",-1.15173849967671,0.809112528296023,-12.4127248820744,2.81125098820123e-30,1.69749949375798e-29,57.6296165129198
"C6orf192",-1.06177699642114,-0.471238923212886,-12.4126218107804,2.81388697377198e-30,1.69859157811052e-29,57.6286848111667
"DHCR24",1.04178397582328,1.2795074504066,12.4118825278228,2.83286597998171e-30,1.70954551937168e-29,57.6220022463878
"LY6D",-2.82729011910997,-0.947973757331677,-12.4085425013921,2.92021356115473e-30,1.76173918338251e-29,57.5918131633093
"SIDT2",-0.678263944141307,0.507779372066185,-12.408045245558,2.93344511165428e-30,1.76920176681147e-29,57.587318994742
