"gene","log2FoldChange","AveExpr","t_stat","pvalue","padj","B_statistic"
"DPY19L2P2",-0.74696067300433,-1.35477442940681,-5.21314893795044,2.94298013034215e-07,5.87394342561971e-07,5.30172382703684
"SCUBE2",0.992176752919074,5.07452241464122,5.21156790496454,2.96660914079402e-07,5.92052937304377e-07,5.29398558130404
"LAPTM5",0.466307346124519,0.0211850056347525,5.21112624681469,2.97324264061743e-07,5.93319123365822e-07,5.29182428655485
"WBP5",-0.386185234407101,-0.367691332569428,-5.21099977164248,2.97514488495623e-07,5.93641019420268e-07,5.29120539823499
"TMEM161A",0.265435891567358,-0.720003891511741,5.21028205545872,2.9859620218932e-07,5.95741499606096e-07,5.28769360512822
"DLX6AS",-0.343403068709025,-1.55055843217017,-5.21004189736988,2.98959009369368e-07,5.96407391152768e-07,5.28651860362331
"ZDHHC23",0.428837824912847,-0.0648454501236242,5.20819477543101,3.01763773749777e-07,6.01944255254851e-07,5.27748293002511
"ARID4B",0.286594355454462,0.666231496005873,5.20781454681319,3.02344288956053e-07,6.03043646387619e-07,5.27562329209236
"NAA35",0.232473827964322,0.337344270815771,5.20778710773863,3.02386223488873e-07,6.0306869712712e-07,5.27548909652857
"COX5A",0.268379560523562,-0.447685607438591,5.20695179577156,3.03665513323255e-07,6.05561242207521e-07,5.27140415470332
"SGPP1",-0.504180505193022,-0.231456406942596,-5.20630891186013,3.04653667492131e-07,6.07472784927491e-07,5.26826063848042
"P2RY1",-0.599796737663864,-1.23519207209389,-5.20605931715055,3.05038149845753e-07,6.08180364798807e-07,5.26704028427522
"RBM17",-0.164317816698937,-0.138188805397165,-5.20603973292684,3.05068337793816e-07,6.08181489115074e-07,5.26694453245301
"C10orf114",-0.54828719708815,-0.880885983660461,-5.20458917576227,3.07312354434883e-07,6.12595653611821e-07,5.25985329893164
"GSTM2P1",-0.49522629818717,-0.135482230587322,-5.20195408850787,3.11429832066485e-07,6.20743150711159e-07,5.24697577040904
"GADD45A",-0.45129364255037,-0.669867681599447,-5.20141637431929,3.12276584753785e-07,6.22370477137676e-07,5.24434869261803
"CENPBD1",-0.270561201079637,-0.0736942878872958,-5.20029558126049,3.14048704247597e-07,6.25841574277146e-07,5.23887366681066
"GALK1",0.376161048523472,-0.993365117091032,5.1997417148628,3.14928032811012e-07,6.2753300141804e-07,5.23616843519671
"RPL27",-0.358341750278591,-0.260922212109188,-5.19858573225324,3.16770984733959e-07,6.31144052463914e-07,5.23052312079937
"CNFN",0.628543663088524,0.462552486995287,5.19737073769426,3.1871928096888e-07,6.34964273487735e-07,5.22459080399999
"TASP1",-0.255217819632894,0.150622677268844,-5.19730778428089,3.18820545242782e-07,6.35104385196421e-07,5.22428346160334
"LOC200030",-0.338728568913674,0.485162592527531,-5.19719157550908,3.19007555793204e-07,6.35415263455369e-07,5.22371613187854
"IL17C",0.361750149621822,-0.718960498905351,5.19707697605174,3.19192080622166e-07,6.35721130691994e-07,5.22315666969887
"C20orf195",0.602586026521323,0.00468865469609759,5.19447741150203,3.23405716374261e-07,6.44050767015576e-07,5.21046878199551
"MXD4",-0.294769747110251,-0.0964881597590552,-5.19421719892809,3.23830450401567e-07,6.44834058850064e-07,5.20919904966043
"B3GNTL1",0.360345062488757,-0.599148888871812,5.19360314487804,3.24834888670408e-07,6.46771434817522e-07,5.20620293486872
"DFFA",-0.210592131667003,-0.234928172040418,-5.19344511228686,3.25093878328568e-07,6.47224333018377e-07,5.20543190677833
"MUTED",-0.191898016781013,0.211963965672469,-5.19236344552647,3.26871932753685e-07,6.50701132496184e-07,5.20015509548256
"ZSCAN1",0.871779114590964,0.616982322714389,5.19212170119886,3.27270600764444e-07,6.5143159139946e-07,5.19897589992284
"EXOC3",-0.189035410432375,-0.21513044746473,-5.19161385863062,3.2810963453474e-07,6.53038371012915e-07,5.19649887059308
"C9orf156",-0.225912993604424,0.224340207762103,-5.19106857842071,3.29012841248138e-07,6.54772550487037e-07,5.19383947374098
"SLC39A14",-0.306857466408362,-0.315895694777469,-5.19104117354224,3.2905829843888e-07,6.54799541237783e-07,5.19370582333439
"C16orf63",0.23510751628195,0.335464190855115,5.19071374185639,3.29601888867659e-07,6.55817675756255e-07,5.1921090249337
"LOC729176",-0.250916851493241,0.139875409227215,-5.19048867507299,3.29976041182395e-07,6.56498510076032e-07,5.19101148453062
"MAP2K7",-0.211136671947575,-0.364018852718186,-5.18872354571266,3.32924705583654e-07,6.6230079511942e-07,5.18240526113978
"DACH2",-0.640521827143518,-0.335199866834002,-5.18837689338847,3.33506782962957e-07,6.63394463155655e-07,5.18071539355267
"B3GALNT2",0.269920512820618,0.269795823277704,5.18667029948582,3.36386796685274e-07,6.69041787053164e-07,5.17239749994512
"FRK",0.600712136947455,1.04461720382858,5.18665600207305,3.36411026193366e-07,6.69041787053164e-07,5.17232782487274
"MRPL44",0.156981886991806,-0.130397725633693,5.18603939811962,3.37457581623835e-07,6.71058131609583e-07,5.16932311112
"SLC37A2",0.650758355336346,0.305612975224093,5.1851404489656,3.38989012073149e-07,6.74038200277168e-07,5.16494308949849
"HIST1H3I",0.160427782667327,-0.401385635779367,5.18510591487746,3.39047977700425e-07,6.74090159034449e-07,5.16477483959521
"CXCR2P1",1.10819396526433,-0.57246821753841,5.18488055316824,3.39433018232724e-07,6.74790342240517e-07,5.16367690262619
"DSP",0.845114962154499,1.84846453382366,5.18409930793828,3.40771093116391e-07,6.77384831688565e-07,5.15987108764931
"KLF17",0.939558845273971,0.328035654077426,5.18291729081941,3.42805308440633e-07,6.81362472871158e-07,5.1541138798665
"ACER3",-0.491397732206416,0.104451888817361,-5.18192521793249,3.44521711539243e-07,6.84707719061051e-07,5.14928271570307
"PHYHD1",-0.853342445578827,1.41495999839385,-5.1816681577423,3.44967812339074e-07,6.85527943792584e-07,5.14803102476098
"GNA11",-0.297707742181476,0.234341779410702,-5.18145634703594,3.45335807901707e-07,6.86192812255328e-07,5.14699970592057
"GABBR2",-0.623424854779556,-2.64724515907984,-5.18089466902185,3.4631349805909e-07,6.88068916592773e-07,5.14426504161646
"ZNF485",0.397646508830394,0.572882919153859,5.18044804857551,3.47092825483998e-07,6.89496728802006e-07,5.14209074838748
"CCKBR",-0.406894202899518,-1.10981000819218,-5.18044434044001,3.47099303076899e-07,6.89496728802006e-07,5.14207269666936
"ABCF1",0.184281866455456,-0.274016876787359,5.18022132471799,3.47489095676736e-07,6.90204250604043e-07,5.14098704604001
"RALGAPA1",0.253093551604282,0.770556803835109,5.17922185803336,3.49241204170886e-07,6.93617289506461e-07,5.13612210078879
"RANBP1",0.229304256879151,-0.673519117426291,5.17794441001393,3.51493089387736e-07,6.98022163390425e-07,5.12990526936411
"ARFGEF2",0.372022534178964,0.82292981760476,5.17717241097345,3.52860781215794e-07,7.00670455398031e-07,5.12614890956696
"ISCA2",0.255544953940178,-0.234645348075573,5.17612378161449,3.54726817779764e-07,7.04307695262916e-07,5.12104732123206
"GNAT2",0.373469644428794,-0.123807490370541,5.17488992333881,3.56934712225102e-07,7.08622922539536e-07,5.11504575466349
"FLT3",1.26014243384446,2.37244521175694,5.1746471465375,3.5737070725413e-07,7.09419901366011e-07,5.11386502045036
"ELOVL2",1.26629811652878,2.69521859734227,5.17433665974776,3.57929052299632e-07,7.10459580751373e-07,5.11235505256974
"ASIP",-0.352760458839316,-0.693988565362809,-5.1743166254868,3.57965108702409e-07,7.10462459557275e-07,5.11225762413326
"PAWR",0.413503341548383,0.77450114169151,5.17408017223519,3.58390928301115e-07,7.11238835961516e-07,5.11110775544453
"DBNL",0.22434003403142,-0.405127962823179,5.17351326852439,3.59413842866719e-07,7.13199902769548e-07,5.10835109890143
"RTP1",-0.218092395704981,-0.600227247276242,-5.17081767890185,3.64316555035975e-07,7.22858690914136e-07,5.09524700768108
"LIN37",0.265065120577376,-0.338622590411937,5.1705378399245,3.6482921944235e-07,7.23805940776135e-07,5.09388696778354
"FAM127C",-0.448545754855568,0.0841341956444748,-5.16911748972146,3.67442091280517e-07,7.28919328822979e-07,5.08698494822886
"KCNK12",0.486778096580274,-1.2991098634068,5.16746199512894,3.70510413008542e-07,7.34935147735783e-07,5.07894237438532
"FOXP4",0.285457437070806,0.102686608780516,5.16735235763017,3.70714490873814e-07,7.35268910988253e-07,5.07840982329064
"FUT9",-1.31319236636834,0.988658954390674,-5.16726658232181,3.70874227864106e-07,7.35514673304684e-07,5.0779931868623
"GZMH",-0.758641448102715,-0.363706100317369,-5.16518800239594,3.74765555909749e-07,7.43160133567772e-07,5.0678987568974
"CHRDL2",-0.966813286980196,-1.28184189867526,-5.16445877626695,3.76140094449411e-07,7.45813805200541e-07,5.06435818324121
"PBX4",-0.60109908173298,-1.39070354742492,-5.16399519358275,3.77016451755461e-07,7.4747926166486e-07,5.06210760264189
"UBE2J2",0.229013157894582,-0.358997851847204,5.16375449718338,3.77472244170425e-07,7.48310657861996e-07,5.06093915044738
"ALDH16A1",0.378964407674479,-0.433100578260134,5.16310949610917,3.78696277146367e-07,7.50664726254216e-07,5.05780825129184
"LOC339047",-0.425696784604236,0.0955987547499635,-5.16305191726178,3.7880573253353e-07,7.50809199547536e-07,5.05752877455994
"ADAM6",-1.21078585636234,1.15289680874625,-5.16256990985862,3.79723214530474e-07,7.52555033720497e-07,5.05518931003147
"PLAC8",-0.878307645367829,-1.65525874810023,-5.16231509977214,3.80209104699742e-07,7.53445262498621e-07,5.05395264480222
"UTP15",0.21689872968426,0.52545288403961,5.16209844620456,3.80622708906172e-07,7.5419208704215e-07,5.052901206096
"R3HCC1",-0.303707692307629,-0.312708779285028,-5.16056483627776,3.83562944478023e-07,7.59944725934552e-07,5.04545957134599
"RNF43",0.944027063897264,0.664010729537254,5.15986565835422,3.84910697015062e-07,7.62541407866373e-07,5.04206754965815
"APOF",1.00692873613801,1.52560784758726,5.15965333600909,3.85320881890305e-07,7.63280365226551e-07,5.041037559869
"TAS2R4",-0.517432808192012,0.332502213112485,-5.15957800174629,3.85466521645854e-07,7.63495194345333e-07,5.04067211730887
"BMP8B",0.701576441941762,-0.18153858398178,5.15772687126773,3.89062011335169e-07,7.70542455403339e-07,5.03169385313223
"ZFAND6",0.228436337499167,0.343051946237832,5.15735973939511,3.89778948937215e-07,7.71887896371277e-07,5.02991354409776
"POTEC",0.771857880068063,0.511667680599443,5.15723868935816,3.9001561662849e-07,7.72282080380295e-07,5.02932656832789
"C14orf145",-0.342233468286142,0.195377132899394,-5.15617142803042,3.92108275149985e-07,7.76350939225499e-07,5.02415190548075
"MBLAC1",0.427149193217691,-0.631320277464172,5.15614919263358,3.92151989173279e-07,7.76362616945749e-07,5.02404410620108
"AKR7A2",0.282540356744578,0.167266938127597,5.15606794106325,3.92311767096539e-07,7.76604047680258e-07,5.02365019447589
"GCNT2",-0.708265704395619,0.277034767464554,-5.15536007059073,3.93706435587151e-07,7.7928973415004e-07,5.02021863334196
"CCNH",-0.203494076747005,0.224669483023214,-5.1545267193343,3.95354484630852e-07,7.82476387686435e-07,5.01617930648751
"JPH1",0.79155628703825,0.00702479879861232,5.15387002625195,3.96657876420573e-07,7.84980355013916e-07,5.0129966615785
"HSPA8",0.327181209294058,0.0664074016434878,5.15378050761875,3.96835873260623e-07,7.8525691354608e-07,5.01256283958912
"C1orf126",-0.583280560934247,-0.425927791547507,-5.15347946080945,3.97435035639569e-07,7.86366738789547e-07,5.01110396591649
"TRIM65",0.239161934518629,-0.341282454958438,5.15311699131298,3.98157607841266e-07,7.87720505828389e-07,5.0093475370957
"MGAT1",-0.242530783899553,-0.344581141897385,-5.15215188190948,4.00087733745009e-07,7.91462822681157e-07,5.0046714081899
"ALG1L",1.02105403978167,-1.53183884975055,5.15190735194533,4.00578207050745e-07,7.92356738679236e-07,5.00348673868267
"SMARCE1",0.237653599717931,0.390234897757412,5.15075147046591,4.02904543497257e-07,7.9688152967232e-07,4.99788753127722
"MRPL19",0.181380552132801,0.224810140866313,5.15066097056644,4.03087235588812e-07,7.97166067492372e-07,4.99744918717333
"PARVB",-0.381765364079208,-0.055488798254514,-5.15032339927239,4.03769398517364e-07,7.98438234594633e-07,4.99581419107841
"TNFSF14",-0.613039884410033,-0.399451189841924,-5.15018035598188,4.04058797032169e-07,7.98933555144989e-07,4.99512140222125
"SLC9A11",-0.203201557824327,-0.638566367708063,-5.14935870900389,4.05725009567293e-07,8.02150851927631e-07,4.99114231999139
"WEE1",-0.48211273250248,0.749152238459412,-5.14741342125867,4.09696413600572e-07,8.09910030607772e-07,4.98172388074975
"MDP1",0.265010834359873,0.128611909204734,5.14739779157919,4.09728474325003e-07,8.09910030607772e-07,4.98164821968366
"DTNA",-0.857875027870658,0.668193779230497,-5.14648945350313,4.11595902105772e-07,8.13523045174881e-07,4.97725143053482
"TMPRSS2",-1.23123688611297,0.368087027217539,-5.14598093461743,4.12644948229208e-07,8.15517981049831e-07,4.97479025462161
"LOC349114",0.396425429795357,-0.239728788581616,5.14540933587975,4.1382721540988e-07,8.17775794818061e-07,4.97202403432591
"EEF2K",-0.306844543214223,0.731226247162324,-5.14506089037183,4.14549531756601e-07,8.19124339457461e-07,4.97033788420029
"ESPNL",-0.834391773748036,-0.971405301725687,-5.14493415087497,4.14812561329278e-07,8.19565189499575e-07,4.96972460855629
"ERC1",-0.278627445285441,0.241163011093479,-5.14336658243631,4.18079214192429e-07,8.25939787083388e-07,4.96214045047165
"IYD",1.28060055154656,-0.527710633879368,5.14274595642349,4.19379407107253e-07,8.28428675831031e-07,4.95913831958298
"FAM184B",1.21546904007493,2.24166036943778,5.14129200010801,4.224407512435e-07,8.34395672794792e-07,4.95210639855328
"LYST",-0.415550328581367,0.742502366591279,-5.14098387257255,4.23092295200295e-07,8.35602195330645e-07,4.95061639363294
"KCNK13",0.678239362201457,0.225630599563678,5.14064294682681,4.23814325760096e-07,8.36947682556249e-07,4.94896787870075
"PYHIN1",-0.868587607815638,0.219806403926838,-5.14052642495518,4.24061375403163e-07,8.37355009813113e-07,4.9484044700031
"PRO0611",-0.353892389837868,0.215267384109484,-5.13905147591109,4.27200641180264e-07,8.43472702772727e-07,4.94127374000697
"PANX2",0.818457841929256,-0.843956455423503,5.13856481298021,4.2824137778911e-07,8.45446243485954e-07,4.93892133357425
"COL19A1",-0.654307516283887,-1.09866165191501,-5.13679567099751,4.32045439807704e-07,8.52874315312708e-07,4.93037139604486
"CPEB2",0.389214516223681,0.909646008338343,5.13658995365817,4.3248989706475e-07,8.53669607416529e-07,4.92937737006061
"RPF2",-0.253785906236935,-0.146256490813933,-5.13600875494839,4.33747984345958e-07,8.5607057475702e-07,4.92656920765109
"C14orf126",-0.224875799448448,0.225424477859991,-5.13582669999382,4.34142796484639e-07,8.56767433608539e-07,4.92568963503208
"CCDC92",-0.252075368186191,0.0316121321015652,-5.13578881537195,4.34224998417552e-07,8.56847291187269e-07,4.92550660431687
"SAMD9",0.544629783489726,0.40014197474119,5.13448831706735,4.37055971276917e-07,8.62350705460367e-07,4.91922427013066
"EDC3",0.177517338496677,0.0500759930430872,5.1340599764579,4.37992305053207e-07,8.64115128074414e-07,4.91715538591275
"RQCD1",0.22718516106319,-0.017212568314867,5.13386590651806,4.38417172469809e-07,8.64870236456729e-07,4.91621807849872
"COL6A1",0.576722070645967,1.20919613095574,5.13104816049042,4.44631059009508e-07,8.77044162323712e-07,4.90261260838821
"RYR2",-0.83912139588221,-0.921039693158799,-5.1309432338653,4.44864089437317e-07,8.77419517354992e-07,4.90210609769629
"OR2C3",-0.15830288681571,-0.123981904944881,-5.13050494616889,4.45838757084042e-07,8.79257414306953e-07,4.89999045673462
"FAM179A",-0.641314087895503,-1.67588493192962,-5.12970529747519,4.47622351802609e-07,8.82690124148262e-07,4.89613091427391
"PDZD7",0.617369744176428,-0.434286542214624,5.12774396146493,4.52026359114506e-07,8.91289008127239e-07,4.88666667399481
"NKG7",-0.788112670892982,-0.57539802581003,-5.12635189622565,4.55177540922346e-07,8.97416202356262e-07,4.87995132792562
"PDPK1",0.285068259696916,0.506882562372862,5.12500079365376,4.58256328424174e-07,9.03399502837362e-07,4.87343512076673
"EFNA2",0.407031341313437,-1.49488252384926,5.12409187081419,4.60338843957874e-07,9.07417807628915e-07,4.86905234437323
"DSCAM",-0.68623367071525,-0.505862856103591,-5.12377757396012,4.6106108747879e-07,9.08754236361325e-07,4.86753698125158
"GTF3C6",0.276462054802544,-0.326407255836309,5.12332492741428,4.62103181806994e-07,9.10720775894939e-07,4.86535471726617
"PRSS48",-0.0788615560640729,-0.180960957810036,-5.12268565527138,4.63578815268989e-07,9.13541282153229e-07,4.86227299763996
"RDH10",-0.575895543625705,-0.624261788669644,-5.12148461279715,4.66363530029503e-07,9.18940711345206e-07,4.85648408426215
"ANKRD26P1",-0.377931042069939,-0.174606917589995,-5.12140796425836,4.66541794535389e-07,9.19171198879138e-07,4.8561146859665
"LRRIQ3",-0.58474622132287,0.690764062450981,-5.12139581915442,4.6657004693227e-07,9.19171198879138e-07,4.85605615456412
"TOM1L2",-0.316986853840314,0.201548139088929,-5.11953409392217,4.70920504165533e-07,9.27652844993129e-07,4.8470853098533
"KIF5A",-1.09131151205765,-0.247913238782184,-5.1186414982684,4.73020212646294e-07,9.31699603341497e-07,4.8427852975986
"VWA2",1.03875735492572,2.51829566286278,5.11817803988804,4.7411400623001e-07,9.33764442431131e-07,4.84055288211652
"SPEF2",0.445677829607456,1.59820861522523,5.11796942931231,4.74607140174223e-07,9.34646003623674e-07,4.83954809164594
"CDHR4",1.00500513700709,0.175363672302634,5.11766033614139,4.75338717590602e-07,9.35996918486002e-07,4.83805938454725
"TOR1AIP2",0.340649592208101,0.441875941650512,5.11674502548581,4.77511529536982e-07,9.40185259556366e-07,4.83365137394592
"ITGAE",-0.277979563456718,-0.297657010086331,-5.11638849809813,4.78360471909382e-07,9.4176644498462e-07,4.83193457478212
"C6orf48",-0.317096852079668,-0.387969835969008,-5.11585862447895,4.79624876034636e-07,9.44165184101168e-07,4.82938324984905
"SURF2",0.368816745877192,-0.717158284186666,5.11578112776793,4.79810072527233e-07,9.44439193574698e-07,4.82901012510531
"MEPE",0.726647107316646,0.167818700032237,5.11453756092298,4.82791350330638e-07,9.50210743613102e-07,4.82302338312637
"DIP2B",0.268381834184041,0.267228942021421,5.1145194912952,4.82834801625518e-07,9.50210743613102e-07,4.82293640231498
"PHIP",-0.291825057207548,0.641877979289283,-5.11448382162118,4.82920586143423e-07,9.5028847249348e-07,4.8227647018863
"WDR38",0.775329278882416,-0.66591945368745,5.11430836363057,4.83342772268677e-07,9.51028092263364e-07,4.82192012829407
"STAR",-0.60243180777847,-0.509997426667038,-5.11382561603093,4.84506201645991e-07,9.53225905107061e-07,4.81959653634642
"DCST2",-0.675948005046062,0.530589343034683,-5.11331299591832,4.85744591662876e-07,9.55570761483217e-07,4.81712937151208
"MYO18B",0.941355368774294,0.741516958241875,5.11263897363565,4.8737756132174e-07,9.58691322596083e-07,4.81388573331457
"PKD2L1",0.584839708384257,-0.439478097681233,5.11236417193152,4.88044853618831e-07,9.59911941444204e-07,4.81256339649994
"HNRPLL",-0.182682778853514,0.0480300330553922,-5.10994563609869,4.93955973924773e-07,9.71445171441287e-07,4.80092818067282
"ZNF774",-0.448645875140152,0.296899588066417,-5.10979902562897,4.9431652217806e-07,9.72061130298426e-07,4.80022301539548
"PBRM1",-0.266135536584102,0.661172382848199,-5.10929401587952,4.95560406112013e-07,9.74413862415442e-07,4.79779416196015
"FOXD4L2",0.657431150619929,0.423860601350861,5.10852436044727,4.97461964883872e-07,9.78059197382291e-07,4.79409289701601
"GLRA3",-1.79568212169226,2.11141720868813,-5.10771787890114,4.99462085386544e-07,9.81897597719596e-07,4.79021506257788
"MACROD2",-0.67322337616604,0.124019334787949,-5.10724366073629,5.00641805282813e-07,9.84122583536591e-07,4.7879351139561
"SAMHD1",-0.477306260635382,0.368870641982806,-5.10637851695919,5.02800988836765e-07,9.88272312189449e-07,4.78377615145831
"SCML2",-0.59136561931408,-0.0949168901062627,-5.10579006295587,5.04274770788325e-07,9.91074195317281e-07,4.78094766052049
"KLHDC2",-0.223077119638568,0.264398974851028,-5.10558971918112,5.04777484781696e-07,9.91967240601917e-07,4.7799847441442
"MTMR1",0.221604154198161,0.126133378125369,5.10526987544542,5.05581060342565e-07,9.93451298701461e-07,4.77844754164689
"ZNF799",0.29652481957322,1.04784894379603,5.10443355266533,5.0768809378651e-07,9.97496082442057e-07,4.77442848766986
"FKRP",-0.21431300533931,-0.454722499360181,-5.10322545282114,5.1074679539709e-07,1.00340973296672e-06,4.76862383651553
"TRH",1.51809725400438,1.83682876231866,5.10167944044821,5.14687057810512e-07,1.01105399453161e-06,4.7611973564559
"HMHA1",0.385264428211801,-0.612429807515319,5.101216193355,5.15873435213304e-07,1.01328756457416e-06,4.75897247223985
"C1QBP",0.288417664143708,-0.201907008357645,5.1011719411177,5.15986903731466e-07,1.01341348259897e-06,4.7587599468058
"CHMP4C",0.578133001818922,1.3649214327018,5.10039430923399,5.17984799584884e-07,1.01724009331143e-06,4.75502556333584
"GOLT1B",0.227272865692819,-0.153866856353432,5.09960671923211,5.20015910167899e-07,1.02113119423692e-06,4.75124386978439
"GRIN3B",0.461738983747372,-1.24405743097801,5.09941268826279,5.20517477450812e-07,1.02201834468871e-06,4.7503122893389
"ZNF221",-0.512722058908657,0.778352170114587,-5.09888969455301,5.21871741557638e-07,1.024579406539e-06,4.74780145030306
"TAF1",-0.255065768936743,0.624709337630756,-5.09884705879715,5.2198229475641e-07,1.02469846159391e-06,4.74759677042557
"PCCB",0.222277066831086,0.0668981060328028,5.09838785962756,5.23174421547403e-07,1.02694051767551e-06,4.74539240574962
"RPS15A",-0.306500539811135,0.233135340055489,-5.09827416978751,5.23469978382273e-07,1.02742243366999e-06,4.74484666987424
"KIAA0125",-1.00526233057596,-0.228359402035187,-5.09807979403729,5.23975666841462e-07,1.02829993823684e-06,4.74391364898085
"RFFL",0.232581323710616,-0.175097000129581,5.09806382197637,5.24017240810221e-07,1.02829993823684e-06,4.74383698306124
"IL23R",-0.366321965029495,-0.386473493531637,-5.09777830828523,5.24760948400805e-07,1.02966092618451e-06,4.74246655256559
"HSPG2",-0.457742008449645,0.630521021598194,-5.09746752666129,5.25571635104962e-07,1.03115306466981e-06,4.74097491598734
"LCE1C",-0.26626933638431,-0.33877564346055,-5.09714674137589,5.26409687902143e-07,1.03269860416923e-06,4.73943534959086
"XAGE5",-0.109044282109865,-0.0645647503355545,-5.0966573727368,5.27690657151921e-07,1.03511266876829e-06,4.73708685424438
"GPR81",-0.651185163996939,4.72179625880964,-5.09623534481815,5.28797777669357e-07,1.03718528475704e-06,4.73506168868924
"IRGQ",0.224652866279365,-0.0629903829404518,5.09431445376379,5.33865381908371e-07,1.04702486535908e-06,4.72584586626553
"LUC7L",0.310460494044601,-0.0844835674555324,5.09335432953375,5.36415920614292e-07,1.05192653072991e-06,4.72124064430864
"RUNDC2A",-0.519951575427127,0.53471374416589,-5.09314992037407,5.36960447321657e-07,1.05289379021142e-06,4.720260297516
"C3orf16",-0.175172446165609,-0.850153998010668,-5.09260280529159,5.38420543472961e-07,1.05565597913283e-06,4.71763650297177
"LIMK2",-0.351777729860709,0.155989340522145,-5.09197473068169,5.40101434868566e-07,1.05885050208668e-06,4.71462475791449
"NCRNA00085",-0.46517750102599,-0.0271484896340869,-5.09163767184674,5.41005584827723e-07,1.06052178521084e-06,4.71300862749071
"PRSS3",-0.810186258287866,-2.87321843111029,-5.09118864278405,5.42212367078197e-07,1.06278593623404e-06,4.71085576847498
"HMGCS1",0.322197972774765,-0.252859332898151,5.09076171569664,5.43362164906324e-07,1.06493797093335e-06,4.7088090320599
"CDC42SE2",-0.240773299888516,-0.172869610181605,-5.09044155458336,5.44225968928176e-07,1.06652912772961e-06,4.70727424299445
"HOXD8",-0.656145596433999,1.53921724041126,-5.09032298719116,5.44546204269142e-07,1.06705484142841e-06,4.70670587595399
"ARHGEF10L",-0.302953335680236,-0.222111355960368,-5.08875073053238,5.48809946951524e-07,1.07530713980863e-06,4.69917017821367
"MTMR4",0.303812497800064,0.241577759303544,5.08863944296081,5.49112964612885e-07,1.07579818336697e-06,4.69863686374577
"C5orf51",0.190258408144109,0.203307652937851,5.08834366912582,5.49919094998797e-07,1.0772747156799e-06,4.69721950059306
"IFI27L2",-0.49033335680224,-1.01521038486576,-5.08831001641649,5.50010887848079e-07,1.07735173433079e-06,4.69705823971277
"USP12",-0.392586064659497,0.523354791193321,-5.08806245097352,5.50686615866317e-07,1.07857243119018e-06,4.69587195636582
"SCXB",0.463286777562098,-1.67581441236003,5.08583701862573,5.56797093007318e-07,1.09043635595156e-06,4.68521042113072
"LOXL2",0.53499908760165,0.946686429246468,5.08563979939001,5.57341761042427e-07,1.09139892733699e-06,4.68426578744243
"NAE1",-0.229405248489144,-0.19587551456362,-5.08555423696415,5.57578222441318e-07,1.09175783564333e-06,4.68385597362119
"VPS53",-0.217010901836728,-0.0731042901453441,-5.08549519358769,5.57741452063532e-07,1.09197329876639e-06,4.68357318023201
"IFT20",0.224731807780308,-0.151515926893666,5.0851288634135,5.58755231805461e-07,1.0937498811718e-06,4.68181867468857
"NOL10",0.139802302998276,-0.016426928888611,5.08512879580081,5.5875541908085e-07,1.0937498811718e-06,4.68181835087398
"IRF1",0.393815123511067,-0.171584987818232,5.08097784479152,5.70368026807334e-07,1.11637482985552e-06,4.66194552982684
"RPS24",-0.318850102681627,0.12168148792816,-5.08069256477534,5.71174638772412e-07,1.11784702897975e-06,4.66058026752154
"SKINTL",-0.436013856128833,0.202559539640126,-5.08045464192063,5.71848195206852e-07,1.11905856902075e-06,4.65944169371224
"C12orf76",0.2794348764893,-0.289809490429876,5.07888300599686,5.7631681971721e-07,1.12767385459994e-06,4.65192185104094
"ADCY2",-0.954132728979367,0.875225493655205,-5.07886768990494,5.76360533673511e-07,1.12767385459994e-06,4.65184857787916
"KRT81",-1.31748118582351,2.24830182628489,-5.07732575469792,5.80777858372815e-07,1.13620825542156e-06,4.64447285890934
"TRIM58",0.989837332042743,2.0964405112081,5.07719958435374,5.81140756497562e-07,1.13680988383944e-06,4.64386942098666
"MAP3K10",0.346321225722442,-0.825165817428274,5.0764445109901,5.83317129783538e-07,1.14095852462424e-06,4.64025839000833
"HINT3",-0.25220133192506,0.360062055947551,-5.07591878033226,5.84837115324901e-07,1.1438226138535e-06,4.63774443767536
"PCGF1",0.209029798157633,-0.230486809117641,5.07543418999401,5.86241549909178e-07,1.14646018476238e-06,4.63542741460443
"KIAA0146",0.268657064483652,0.279655223439663,5.07379070950661,5.91029007845382e-07,1.15571249938715e-06,4.62757072070725
"NCF1B",-0.616652963092766,-0.313827560848249,-5.07286346450017,5.93746739421972e-07,1.16091624384125e-06,4.62313899653726
"ATP5SL",0.193136601537187,-0.172688395729829,5.07242902676304,5.95024220908209e-07,1.16330323352495e-06,4.62106286752792
"GABPB2",0.375950707034938,0.473768144832089,5.07215888899982,5.95819912134443e-07,1.16474793335747e-06,4.61977198869042
"C16orf57",-0.271491920437879,-0.689039139232415,-5.07148146145332,5.97819806153976e-07,1.16854618874047e-06,4.61653510391335
"SQSTM1",0.330377037493481,-0.12870687923409,5.07096408370422,5.99351575308838e-07,1.17142877390427e-06,4.61406322612286
"PWRN1",-0.150826908408057,-0.441796747644963,-5.07050248875286,6.00721396100506e-07,1.17399431336919e-06,4.61185804986286
"IKZF5",-0.238117408906635,0.577738889297103,-5.07009317421065,6.01938603719891e-07,1.17626113976484e-06,4.60990278082964
"TSPAN19",-0.251081766707732,-0.741561664193529,-5.06986691949021,6.02612457005172e-07,1.17746585536463e-06,4.6088220364725
